Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
Terrano ,3.60 Lakh,new delhi,Diesel,Manual,59000,2014,Nissan
Ertiga ,9.25 Lakh,new delhi,Petrol,Manual,43000,2018,Maruti
Vitara Brezza ,6.99 Lakh,new delhi,Diesel,Manual,49000,2016,Maruti
Brio ,3.25 Lakh,new delhi,Petrol,Manual,55000,2014,Honda
Alto 800 ,1.75 Lakh,new delhi,Petrol,Manual,90000,2013,Maruti
Innova Crysta ,17.85 Lakh,new delhi,Diesel,Manual,39000,2017,Toyota
XUV500 ,7.00 Lakh,new delhi,Diesel,Manual,52000,2015,Mahindra
Amaze ,4.99 Lakh,new delhi,Petrol,Manual,70000,2017,Honda
Ciaz ,6.70 Lakh,new delhi,Diesel,Manual,55000,2017,Maruti
GL-Class ,31.00 Lakh,new delhi,Diesel,Automatic,60000,2014,Mercedes-Benz
KUV 100 ,3.95 Lakh,new delhi,Petrol,Manual,60000,2015,Mahindra
i20 ,2.50 Lakh,new delhi,Petrol,Manual,62000,2011,Hyundai
City ,10.90 Lakh,new delhi,Petrol,Automatic,30000,2019,Honda
S-Class ,1.05 Cr,new delhi,Diesel,Automatic,26000,2021,Mercedes-Benz
Creta ,8.10 Lakh,new delhi,Diesel,Manual,80000,2015,Hyundai
Ciaz ,6.70 Lakh,new delhi,Petrol,Automatic,70000,2015,Maruti
Jazz ,5.70 Lakh,new delhi,Petrol,Manual,43000,2016,Honda
i10 ,2.25 Lakh,new delhi,Petrol,Manual,62000,2010,Hyundai
Grand i10 ,3.25 Lakh,new delhi,Petrol,Manual,70000,2013,Hyundai
XUV500 ,9.85 Lakh,new delhi,Diesel,Automatic,66000,2017,Mahindra
i20 ,2.99 Lakh,new delhi,Petrol,Manual,72000,2010,Hyundai
Corolla Altis ,2.99 Lakh,new delhi,Petrol,Automatic,82000,2009,Toyota
Safari Storme ,4.99 Lakh,new delhi,Diesel,Manual,70000,2014,Tata
Endeavour ,17.00 Lakh,new delhi,Diesel,Automatic,72000,2016,Ford
Figo ,2.49 Lakh,new delhi,Diesel,Manual,65000,2014,Ford
Ecosport ,3.99 Lakh,new delhi,Diesel,Manual,94000,2014,Ford
Scorpio ,15.25 Lakh,new delhi,Diesel,Manual,68000,2020,Mahindra
i20 ,7.50 Lakh,new delhi,Petrol,Manual,27000,2020,Hyundai
Endeavour ,38.00 Lakh,new delhi,Diesel,Automatic,15000,2020,Ford
A6 ,9.99 Lakh,new delhi,Diesel,Automatic,103000,2012,Audi
City ,2.45 Lakh,new delhi,Petrol,Manual,55000,2009,Honda
Jazz ,5.25 Lakh,new delhi,Petrol,Manual,55000,2015,Honda
Amaze ,4.99 Lakh,new delhi,Petrol,Manual,30000,2017,Honda
City ,6.99 Lakh,new delhi,Petrol,Manual,51000,2015,Honda
Swift Dzire ,4.49 Lakh,new delhi,Diesel,Manual,65000,2015,Maruti
Ciaz ,6.20 Lakh,new delhi,Diesel,Manual,74000,2016,Maruti
City ,2.35 Lakh,new delhi,Petrol,Manual,80000,2010,Honda
Amaze ,3.70 Lakh,new delhi,Diesel,Manual,81000,2014,Honda
City ,7.49 Lakh,new delhi,Petrol,Automatic,44000,2015,Honda
Vento ,2.90 Lakh,new delhi,Diesel,Manual,65000,2012,Volkswagen
City ,9.75 Lakh,new delhi,Petrol,Manual,65040,2019,Honda
A-Star ,2.45 Lakh,new delhi,Petrol,Automatic,70000,2011,Maruti
M-Class ,16.99 Lakh,new delhi,Diesel,Automatic,53000,2013,Mercedes-Benz
Duster ,7.49 Lakh,new delhi,Diesel,Automatic,60000,2016,Renault
i20 ,4.85 Lakh,new delhi,Petrol,Manual,50000,2015,Hyundai
Duster ,2.25 Lakh,new delhi,Diesel,Manual,120000,2012,Renault
Grand i10 ,4.55 Lakh,new delhi,Petrol,Manual,35000,2017,Hyundai
Baleno ,8.10 Lakh,new delhi,Petrol,Automatic,30000,2019,Maruti
Jazz ,6.75 Lakh,new delhi,Petrol,Manual,30000,2017,Honda
Fortuner ,27.75 Lakh,new delhi,Diesel,Manual,53000,2018,Toyota
Compass ,18.75 Lakh,new delhi,Petrol,Automatic,23000,2019,Jeep
Wagon R ,2.80 Lakh,new delhi,CNG,Manual,86000,2014,Maruti
City ,3.44 Lakh,new delhi,Petrol,Manual,97200,2011,Honda
Elantra ,5.56 Lakh,new delhi,Petrol,Manual,65000,2012,Hyundai
Estilo ,1.10 Lakh,new delhi,CNG,Manual,120000,2010,Maruti
Corolla Altis ,3.00 Lakh,new delhi,Petrol,Manual,141780,2009,Toyota
Creta ,12.99 Lakh,new delhi,Petrol,Automatic,40000,2019,Hyundai
Brio ,3.90 Lakh,new delhi,Petrol,Manual,33000,2015,Honda
City ,7.00 Lakh,new delhi,Petrol,Manual,48000,2016,Honda
Hexa ,8.00 Lakh,new delhi,Diesel,Manual,60000,2017,Tata
Polo ,3.75 Lakh,new delhi,Petrol,Manual,43000,2013,Volkswagen
Scorpio ,7.80 Lakh,new delhi,Diesel,Manual,28000,2015,Mahindra
i20 ,5.99 Lakh,new delhi,Petrol,Manual,7000,2019,Hyundai
X7 ,1.23 Cr,new delhi,Petrol,Automatic,17000,2020,BMW
Yaris ,10.50 Lakh,new delhi,Petrol,Automatic,28000,2020,Toyota
City ,3.50 Lakh,new delhi,Petrol,Automatic,51000,2012,Honda
KUV 100 ,3.95 Lakh,new delhi,Petrol,Manual,53000,2016,Mahindra
Celerio ,4.15 Lakh,new delhi,CNG,Manual,62000,2016,Maruti
Civic ,2.20 Lakh,new delhi,Petrol,Manual,64000,2010,Honda
Creta ,9.00 Lakh,new delhi,Diesel,Manual,70000,2017,Hyundai
City ,2.15 Lakh,new delhi,Petrol,Manual,67000,2009,Honda
Swift Dzire ,3.55 Lakh,new delhi,Petrol,Manual,58000,2012,Maruti
Verna ,5.80 Lakh,new delhi,Petrol,Manual,65000,2015,Hyundai
Tiago ,6.45 Lakh,new delhi,Petrol,Manual,19000,2021,Tata
Corolla Altis ,11.50 Lakh,new delhi,Petrol,Manual,78000,2018,Toyota
i20 ,6.44 Lakh,new delhi,Petrol,Manual,35000,2017,Hyundai
Creta ,8.45 Lakh,new delhi,Diesel,Manual,69123,2017,Hyundai
Scorpio ,4.75 Lakh,new delhi,Diesel,Manual,80000,2013,Mahindra
Wagon R ,2.95 Lakh,new delhi,CNG,Manual,56000,2014,Maruti
Wagon R ,1.87 Lakh,new delhi,CNG,Manual,60000,2010,Maruti
Vitara Brezza ,6.25 Lakh,new delhi,Diesel,Manual,64000,2016,Maruti
KWID ,2.30 Lakh,new delhi,Petrol,Manual,120000,2017,Renault
XUV500 ,8.65 Lakh,new delhi,Diesel,Manual,66170,2015,Mahindra
Swift Dzire ,4.15 Lakh,new delhi,Petrol,Manual,57001,2014,Maruti
Superb ,3.95 Lakh,new delhi,Petrol,Manual,52000,2012,Skoda
Brio ,3.75 Lakh,new delhi,Petrol,Manual,35001,2016,Honda
Alto K10 ,3.55 Lakh,new delhi,CNG,Manual,46000,2019,Maruti
Q8 ,1.03 Cr,new delhi,Petrol,Automatic,12000,2021,Audi
Kushaq ,15.70 Lakh,new delhi,Petrol,Automatic,8000,2022,Skoda
City ,6.00 Lakh,new delhi,Petrol,Manual,48000,2014,Honda
Grand i10 ,4.59 Lakh,new delhi,Petrol,Manual,59144,2017,Hyundai
C-Class ,49.50 Lakh,new delhi,Petrol,Automatic,5800,2021,Mercedes-Benz
Ciaz ,8.25 Lakh,new delhi,Petrol,Automatic,53600,2017,Maruti
Celerio ,5.25 Lakh,new delhi,Petrol,Manual,4000,2018,Maruti
Creta ,10.50 Lakh,new delhi,Petrol,Automatic,31000,2017,Hyundai
Ignis ,4.60 Lakh,new delhi,Petrol,Manual,41000,2018,Maruti
Celerio ,5.75 Lakh,new delhi,Petrol,Manual,8600,2020,Maruti
5 Series ,21.75 Lakh,new delhi,Diesel,Automatic,7400000,2015,BMW
A6 ,23.00 Lakh,new delhi,Diesel,Automatic,88000,2015,Audi
Polo ,2.85 Lakh,new delhi,Petrol,Manual,54000,2012,Volkswagen
Zen Estilo ,60000,new delhi,Petrol,Manual,120000,2007,Maruti
Vitara Brezza ,7.40 Lakh,new delhi,Diesel,Manual,65000,2016,Maruti
Grand i10 ,4.47 Lakh,new delhi,CNG,Manual,64000,2016,Hyundai
Ecosport ,4.38 Lakh,new delhi,Diesel,Manual,90000,2015,Ford
Grand i10 ,4.79 Lakh,new delhi,CNG,Manual,46000,2017,Hyundai
Alcazar ,19.85 Lakh,new delhi,Petrol,Manual,5500,2022,Hyundai
Xcent ,5.85 Lakh,new delhi,Petrol,Manual,43238,2018,Hyundai
Lodgy ,5.10 Lakh,new delhi,Diesel,Manual,16501,2015,Renault
XF ,15.25 Lakh,new delhi,Diesel,Automatic,40000,2014,Jaguar
XUV500 ,6.95 Lakh,new delhi,Diesel,Manual,69501,2015,Mahindra
City ,2.65 Lakh,new delhi,Petrol,Manual,81001,2009,Honda
Rapid ,6.80 Lakh,new delhi,Petrol,Manual,29000,2017,Skoda
City ,12.75 Lakh,new delhi,Petrol,Manual,17000,2020,Honda
KUV 100 ,3.95 Lakh,new delhi,Petrol,Manual,27001,2016,Mahindra
XUV500 ,9.00 Lakh,new delhi,Diesel,Manual,65000,2015,Mahindra
i20 ,2.95 Lakh,new delhi,Petrol,Manual,52000,2011,Hyundai
Superb ,4.75 Lakh,new delhi,Petrol,Automatic,47799,2010,Skoda
Kiger ,9.25 Lakh,new delhi,Petrol,Automatic,2700,2022,Renault
Nexon ,11.50 Lakh,new delhi,Diesel,Manual,15000,2020,Tata
Swift Dzire ,4.25 Lakh,new delhi,Petrol,Manual,42000,2014,Maruti
Ecosport ,8.50 Lakh,new delhi,Diesel,Manual,60000,2018,Ford
City ,6.95 Lakh,new delhi,Petrol,Manual,68000,2015,Honda
Compass ,15.75 Lakh,new delhi,Petrol,Manual,20000,2020,Jeep
Wagon R ,3.85 Lakh,new delhi,Petrol,Automatic,70000,2016,Maruti
Venue ,8.90 Lakh,new delhi,Petrol,Manual,6100,2022,Hyundai
i20 ,4.90 Lakh,new delhi,Petrol,Manual,50000,2014,Hyundai
Ecosport ,5.20 Lakh,new delhi,Petrol,Manual,75000,2014,Ford
Swift Dzire ,4.20 Lakh,new delhi,Petrol,Manual,69807,2015,Maruti
City ,4.26 Lakh,new delhi,Petrol,Manual,35000,2011,Honda
Harrier ,18.49 Lakh,new delhi,Diesel,Manual,300,2020,Tata
Baleno ,6.10 Lakh,new delhi,Petrol,Manual,44722,2018,Maruti
SX4 S Cross ,6.45 Lakh,new delhi,Diesel,Manual,61117,2016,Maruti
Captiva ,3.50 Lakh,new delhi,Diesel,Manual,90000,2010,Chevrolet
Wagon R ,1.98 Lakh,new delhi,CNG,Manual,64000,2011,Maruti
Innova ,7.85 Lakh,new delhi,Diesel,Manual,158000,2014,Toyota
Swift Dzire ,4.45 Lakh,new delhi,Petrol,Manual,40001,2015,Maruti
WR-V ,7.85 Lakh,new delhi,Diesel,Manual,69102,2018,Honda
Grand i10 ,4.75 Lakh,new delhi,Petrol,Manual,60000,2017,Hyundai
5 Series ,41.75 Lakh,new delhi,Diesel,Automatic,20000,2017,BMW
Corolla Altis ,7.75 Lakh,new delhi,Petrol,Manual,51000,2014,Toyota
Venue ,8.75 Lakh,new delhi,Petrol,Automatic,48000,2019,Hyundai
Innova Crysta ,15.90 Lakh,new delhi,Diesel,Automatic,113000,2016,Toyota
Quanto ,2.60 Lakh,new delhi,Diesel,Manual,73000,2012,Mahindra
Swift Dzire ,6.20 Lakh,new delhi,Diesel,Manual,71000,2017,Maruti
City ,2.25 Lakh,new delhi,Petrol,Manual,72000,2010,Honda
5 Series ,59.00 Lakh,new delhi,Petrol,Automatic,9500,2020,BMW
Baleno ,6.70 Lakh,new delhi,Petrol,Manual,23256,2019,Maruti
C-Class ,65.00 Lakh,new delhi,Petrol,Automatic,8000,2019,Mercedes-Benz
i10 ,2.30 Lakh,new delhi,Petrol,Manual,55000,2013,Hyundai
Alto K10 ,1.75 Lakh,new delhi,Petrol,Manual,90000,2014,Maruti
Yaris ,9.75 Lakh,new delhi,Petrol,Automatic,15000,2018,Toyota
Baleno ,6.25 Lakh,new delhi,Petrol,Automatic,55000,2017,Maruti
EON ,2.70 Lakh,new delhi,Petrol,Manual,55000,2016,Hyundai
Creta ,8.50 Lakh,new delhi,Diesel,Manual,62000,2016,Hyundai
City ,9.50 Lakh,new delhi,Petrol,Manual,47000,2019,Honda
Ertiga ,6.00 Lakh,new delhi,Diesel,Manual,49000,2015,Maruti
i20 ,3.25 Lakh,new delhi,Diesel,Manual,64000,2014,Hyundai
Corolla Altis ,11.95 Lakh,new delhi,Petrol,Manual,45000,2017,Toyota
City ,1.25 Lakh,new delhi,Petrol,Manual,105000,2008,Honda
Rapid ,5.65 Lakh,new delhi,Petrol,Manual,48000,2017,Skoda
Q7 ,16.50 Lakh,new delhi,Diesel,Automatic,70000,2012,Audi
Vitara Brezza ,8.95 Lakh,new delhi,Diesel,Manual,27000,2019,Maruti
City ,5.25 Lakh,new delhi,Petrol,Manual,56000,2014,Honda
C-Class ,47.00 Lakh,new delhi,Petrol,Automatic,18000,2020,Mercedes-Benz
Innova Crysta ,18.50 Lakh,new delhi,Diesel,Manual,28000,2019,Toyota
New Safari ,2.80 Lakh,new delhi,Diesel,Manual,85000,2012,Tata
C-Class ,24.50 Lakh,new delhi,Diesel,Manual,32000,2018,Mercedes-Benz
Vitara Brezza ,7.02 Lakh,new delhi,Diesel,Manual,85627,2018,Maruti
Wagon R ,5.90 Lakh,new delhi,Petrol,Automatic,12000,2019,Maruti
Baleno ,5.95 Lakh,new delhi,Petrol,Manual,50000,2017,Maruti
i20 ,7.75 Lakh,new delhi,Petrol,Manual,45000,2020,Hyundai
Corolla Altis ,10.95 Lakh,new delhi,Petrol,Automatic,65000,2016,Toyota
WR-V ,8.25 Lakh,new delhi,Petrol,Manual,15000,2019,Honda
Accent ,1.30 Lakh,new delhi,Petrol,Manual,100000,2012,Hyundai
Duster ,4.75 Lakh,new delhi,Petrol,Manual,475000,2014,Renault
Brio ,3.25 Lakh,new delhi,Petrol,Manual,45000,2014,Honda
Wagon R ,3.90 Lakh,new delhi,Petrol,Manual,36000,2018,Maruti
Wagon R ,4.60 Lakh,new delhi,CNG,Manual,42000,2018,Maruti
C-Class ,34.50 Lakh,new delhi,Diesel,Automatic,27000,2019,Mercedes-Benz
Swift ,3.75 Lakh,new delhi,Petrol,Manual,40000,2014,Maruti
Grand i10 ,6.10 Lakh,new delhi,Petrol,Manual,28000,2019,Hyundai
Swift Dzire ,6.50 Lakh,new delhi,Petrol,Manual,60000,2019,Maruti
Eeco ,4.50 Lakh,new delhi,Petrol,Manual,42000,2018,Maruti
Eeco ,4.75 Lakh,new delhi,CNG,Manual,48000,2019,Maruti
Wagon R ,2.35 Lakh,new delhi,Petrol,Manual,65000,2014,Maruti
City ,11.00 Lakh,new delhi,Petrol,Automatic,42000,2018,Honda
Alto 800 ,2.10 Lakh,new delhi,Petrol,Manual,31856,2013,Maruti
City ,3.25 Lakh,new delhi,Petrol,Manual,55000,2011,Honda
Thar ,14.50 Lakh,new delhi,Diesel,Manual,24000,2020,Mahindra
XC60 ,61.00 Lakh,new delhi,Diesel,Automatic,26000,2020,Volvo
Scorpio ,90000,new delhi,Diesel,Manual,70000,2007,Mahindra
Compass ,13.75 Lakh,new delhi,Petrol,Automatic,40000,2018,Jeep
Endeavour ,17.90 Lakh,new delhi,Diesel,Automatic,63000,2016,Ford
Amaze ,6.90 Lakh,new delhi,Petrol,Manual,6000,2019,Honda
Santro Xing ,1.10 Lakh,new delhi,Petrol,Manual,80000,2008,Hyundai
Verna ,7.20 Lakh,new delhi,Petrol,Automatic,42000,2017,Hyundai
Elantra ,8.50 Lakh,new delhi,Petrol,Manual,58000,2016,Hyundai
Amaze ,6.95 Lakh,new delhi,Petrol,Manual,26000,2020,Honda
Ertiga ,11.00 Lakh,new delhi,CNG,Manual,49000,2020,Maruti
Compass ,19.34 Lakh,new delhi,Diesel,Manual,14000,2021,Jeep
Innova Crysta ,16.32 Lakh,new delhi,Diesel,Manual,42000,2017,Toyota
Harrier ,22.87 Lakh,new delhi,Diesel,Automatic,22000,2021,Tata
City ,7.61 Lakh,new delhi,Petrol,Manual,30000,2017,Honda
Glanza ,8.41 Lakh,new delhi,Petrol,Manual,10000,2021,Toyota
Wagon R ,6.57 Lakh,new delhi,CNG,Manual,15600,2021,Maruti
Thar ,16.41 Lakh,new delhi,Diesel,Manual,21000,2021,Mahindra
Superb ,28.70 Lakh,new delhi,Petrol,Automatic,12000,2019,Skoda
Glanza ,8.36 Lakh,new delhi,Petrol,Manual,8000,2020,Toyota
Hector ,15.09 Lakh,new delhi,Petrol,Automatic,30000,2020,MG
Hector ,17.59 Lakh,new delhi,Petrol,Automatic,27000,2020,MG
Alcazar ,20.19 Lakh,new delhi,Petrol,Manual,500,2022,Hyundai
Ecosport ,7.25 Lakh,new delhi,Petrol,Automatic,44000,2017,Ford
Wagon R ,3.25 Lakh,new delhi,CNG,Manual,95000,2014,Maruti
City ,2.35 Lakh,new delhi,Petrol,Manual,77000,2009,Honda
Jazz ,4.00 Lakh,new delhi,Petrol,Manual,60000,2017,Honda
Vento ,6.25 Lakh,new delhi,Petrol,Manual,74826,2017,Volkswagen
Baleno ,4.95 Lakh,new delhi,Petrol,Manual,75000,2016,Maruti
Sonet ,11.85 Lakh,new delhi,Diesel,Manual,12000,2020,Kia
XUV500 ,7.50 Lakh,new delhi,Diesel,Manual,13000,2014,Mahindra
i20 ,5.16 Lakh,new delhi,Petrol,Manual,69000,2015,Hyundai
Baleno ,5.75 Lakh,new delhi,Petrol,Manual,58000,2018,Maruti
Swift Dzire ,1.50 Lakh,new delhi,Petrol,Manual,69606,2009,Maruti
Grand i10 ,3.86 Lakh,new delhi,Petrol,Manual,64000,2014,Hyundai
Wagon R ,2.40 Lakh,new delhi,Petrol,Manual,58000,2012,Maruti
i20 ,2.65 Lakh,new delhi,Diesel,Manual,122536,2013,Hyundai
KWID ,2.35 Lakh,new delhi,Petrol,Manual,100000,2017,Renault
Baleno ,5.70 Lakh,new delhi,Petrol,Manual,52000,2016,Maruti
Wagon R ,3.00 Lakh,new delhi,Petrol,Manual,58000,2014,Maruti
Creta ,16.90 Lakh,new delhi,Petrol,Automatic,9000,2021,Hyundai
Swift ,2.15 Lakh,new delhi,Petrol,Manual,80000,2010,Maruti
XUV500 ,6.50 Lakh,new delhi,Diesel,Manual,100000,2016,Mahindra
SX4 ,1.35 Lakh,new delhi,Petrol,Manual,65000,2008,Maruti
C-Class ,39.50 Lakh,new delhi,Petrol,Automatic,35000,2019,Mercedes-Benz
Bolt ,3.47 Lakh,new delhi,Diesel,Manual,120000,2017,Tata
M-Class ,23.90 Lakh,new delhi,Diesel,Automatic,64000,2015,Mercedes-Benz
Creta ,13.25 Lakh,new delhi,Diesel,Manual,50000,2020,Hyundai
Ecosport ,5.50 Lakh,new delhi,Petrol,Manual,40000,2016,Ford
A6 ,12.25 Lakh,new delhi,Diesel,Automatic,74000,2013,Audi
Ertiga ,8.50 Lakh,new delhi,Diesel,Manual,60000,2016,Maruti
S90 ,52.00 Lakh,new delhi,Petrol,Automatic,32000,2021,Volvo
Corolla Altis ,2.59 Lakh,new delhi,Petrol,Manual,62400,2008,Toyota
Creta ,13.75 Lakh,new delhi,Petrol,Automatic,25000,2019,Hyundai
Terrano ,4.25 Lakh,new delhi,Diesel,Manual,70000,2014,Nissan
Verna ,4.05 Lakh,new delhi,Petrol,Manual,76000,2012,Hyundai
Wagon R ,1.80 Lakh,new delhi,Petrol,Manual,55000,2010,Maruti
Ecosport ,4.44 Lakh,new delhi,Petrol,Manual,72000,2013,Ford
C-Class ,4.45 Lakh,new delhi,Petrol,Automatic,69000,2009,Mercedes-Benz
6 Series ,24.50 Lakh,new delhi,Diesel,Automatic,93000,2014,BMW
Seltos ,15.75 Lakh,new delhi,Diesel,Manual,28000,2019,Kia
XUV500 ,11.75 Lakh,new delhi,Diesel,Manual,44002,2019,Mahindra
City ,3.50 Lakh,new delhi,Petrol,Manual,20000,2010,Honda
Jazz ,5.50 Lakh,new delhi,Petrol,Manual,62000,2016,Honda
Seltos ,12.75 Lakh,new delhi,Diesel,Manual,27006,2020,Kia
Alto 800 ,3.00 Lakh,new delhi,Petrol,Manual,40000,2017,Maruti
Alto 800 ,2.25 Lakh,new delhi,CNG,Manual,59654,2013,Maruti
Vitara Brezza ,7.05 Lakh,new delhi,Diesel,Manual,76720,2017,Maruti
Wagon R ,1.00 Lakh,new delhi,Petrol,Manual,50000,2002,Maruti
Corolla Altis ,6.80 Lakh,new delhi,Petrol,Manual,70000,2014,Toyota
Innova Crysta ,17.75 Lakh,new delhi,Diesel,Automatic,59000,2016,Toyota
Seltos ,14.25 Lakh,new delhi,Diesel,Automatic,45000,2020,Kia
Civic ,20.45 Lakh,new delhi,Petrol,Automatic,22000,2020,Honda
Seltos ,12.70 Lakh,new delhi,Petrol,Manual,2623,2021,Kia
WR-V ,6.75 Lakh,new delhi,Petrol,Manual,60000,2018,Honda
Creta ,7.90 Lakh,new delhi,Diesel,Automatic,84000,2015,Hyundai
Creta ,13.75 Lakh,new delhi,Diesel,Automatic,51000,2018,Hyundai
Harrier ,14.95 Lakh,new delhi,Diesel,Manual,28694,2019,Tata
E-Class ,47.90 Lakh,new delhi,Petrol,Automatic,55000,2018,Mercedes-Benz
Creta ,13.90 Lakh,new delhi,Petrol,Automatic,42000,2019,Hyundai
M-Class ,23.90 Lakh,new delhi,Diesel,Automatic,62000,2015,Mercedes-Benz
Creta ,10.90 Lakh,new delhi,Petrol,Manual,74000,2019,Hyundai
City ,2.25 Lakh,new delhi,Petrol,Manual,70250,2009,Honda
C-Class ,22.50 Lakh,new delhi,Diesel,Automatic,62000,2015,Mercedes-Benz
i10 ,4.50 Lakh,new delhi,Petrol,Manual,59000,2016,Hyundai
i20 ,10.25 Lakh,new delhi,Petrol,Automatic,20000,2021,Hyundai
City ,10.90 Lakh,new delhi,Petrol,Automatic,32000,2019,Honda
Endeavour ,36.50 Lakh,new delhi,Diesel,Automatic,49000,2019,Ford
Creta ,8.25 Lakh,new delhi,Diesel,Manual,41265,2018,Hyundai
GLC ,42.50 Lakh,new delhi,Diesel,Automatic,42000,2018,Mercedes-Benz
Hector Plus ,16.90 Lakh,new delhi,Petrol,Automatic,42000,2020,MG
X5 ,1.01 Cr,new delhi,Petrol,Automatic,2300,2022,BMW
WR-V ,6.75 Lakh,new delhi,Petrol,Manual,23000,2017,Honda
Creta ,9.25 Lakh,new delhi,Petrol,Manual,56500,2017,Hyundai
Vento ,2.90 Lakh,new delhi,Petrol,Manual,85131,2012,Volkswagen
Range Rover Evoque ,37.50 Lakh,new delhi,Diesel,Automatic,53000,2017,Land Rover
F-Pace ,67.00 Lakh,new delhi,Petrol,Automatic,9000,2021,Jaguar
i10 ,1.25 Lakh,new delhi,Petrol,Manual,65000,2008,Hyundai
XUV500 ,6.21 Lakh,new delhi,Diesel,Manual,72072,2015,Mahindra
Ertiga ,6.50 Lakh,new delhi,CNG,Manual,77000,2014,Maruti
Superb ,4.75 Lakh,new delhi,Petrol,Manual,62000,2012,Skoda
i20 ,6.00 Lakh,new delhi,Diesel,Manual,80000,2018,Hyundai
Baleno ,5.20 Lakh,new delhi,Diesel,Manual,30000,2017,Maruti
Alturas G4 ,27.50 Lakh,new delhi,Diesel,Automatic,13000,2019,Mahindra
City ,15.00 Lakh,new delhi,Petrol,Automatic,6000,2022,Honda
WR-V ,6.75 Lakh,new delhi,Petrol,Manual,23000,2017,Honda
GL-Class ,31.00 Lakh,new delhi,Diesel,Automatic,60000,2014,Mercedes-Benz
Ritz ,3.25 Lakh,new delhi,Petrol,Manual,53000,2014,Maruti
Alto ,60000,new delhi,Petrol,Manual,71000,2007,Maruti
Duster ,3.10 Lakh,new delhi,Diesel,Manual,65000,2013,Renault
Brio ,3.85 Lakh,new delhi,Petrol,Manual,34000,2014,Honda
i20 ,5.90 Lakh,new delhi,Petrol,Manual,15000,2019,Hyundai
Celerio ,4.49 Lakh,new delhi,CNG,Manual,52000,2017,Maruti
Grand i10 ,5.50 Lakh,new delhi,Petrol,Manual,11000,2018,Hyundai
Grand i10 ,3.85 Lakh,new delhi,CNG,Manual,61200,2015,Hyundai
Celerio ,4.75 Lakh,new delhi,Petrol,Manual,20495,2018,Maruti
Grand i10 ,4.60 Lakh,new delhi,Petrol,Manual,50250,2018,Hyundai
Compass ,17.00 Lakh,new delhi,Petrol,Automatic,43006,2019,Jeep
5 Series ,40.00 Lakh,new delhi,Diesel,Automatic,23001,2018,BMW
Verna ,10.49 Lakh,new delhi,Petrol,Manual,25000,2019,Hyundai
A3 ,16.25 Lakh,new delhi,Diesel,Automatic,37002,2015,Audi
Thar ,16.45 Lakh,new delhi,Diesel,Manual,10000,2021,Mahindra
Wagon R ,5.50 Lakh,new delhi,CNG,Manual,50000,2019,Maruti
i10 ,3.75 Lakh,new delhi,Petrol,Manual,32000,2015,Hyundai
Fortuner ,13.50 Lakh,new delhi,Diesel,Manual,125000,2013,Toyota
Alto 800 ,1.80 Lakh,new delhi,Petrol,Manual,30000,2013,Maruti
Astor ,15.25 Lakh,new delhi,Petrol,Manual,5000,2021,MG
X3 ,44.99 Lakh,new delhi,Diesel,Automatic,16000,2018,BMW
Wagon R ,1.65 Lakh,new delhi,LPG,Manual,120000,2010,Maruti
X6 ,1.09 Cr,new delhi,Petrol,Automatic,18000,2021,BMW
Figo ,4.00 Lakh,new delhi,Petrol,Manual,55000,2017,Ford
X1 ,46.00 Lakh,new delhi,Petrol,Automatic,700,2021,BMW
Cayenne Coupe ,1.67 Cr,new delhi,Petrol,Automatic,6000,2021,Porsche
i20 ,7.25 Lakh,new delhi,Petrol,Manual,24000,2020,Hyundai
Verna ,8.95 Lakh,new delhi,Diesel,Manual,68294,2019,Hyundai
E-Class ,63.00 Lakh,new delhi,Diesel,Automatic,30000,2020,Mercedes-Benz
Hector ,18.75 Lakh,new delhi,Petrol,Automatic,15000,2021,MG
Q2 ,34.50 Lakh,new delhi,Petrol,Automatic,4600,2022,Audi
X1 ,35.00 Lakh,new delhi,Petrol,Automatic,12000,2020,BMW
Beat ,2.40 Lakh,new delhi,Diesel,Manual,40000,2014,Chevrolet
GLC ,65.00 Lakh,new delhi,Diesel,Automatic,7000,2022,Mercedes-Benz
Carnival ,29.00 Lakh,new delhi,Diesel,Automatic,9000,2021,Kia
Swift Dzire ,1.20 Lakh,new delhi,Diesel,Manual,110000,2009,Maruti
5 Series ,9.90 Lakh,new delhi,Petrol,Automatic,67000,2010,BMW
Estilo ,95000,new delhi,Petrol,Manual,84000,2009,Maruti
Superb ,3.75 Lakh,new delhi,Petrol,Manual,58000,2012,Skoda
City ,2.10 Lakh,new delhi,Petrol,Manual,71000,2009,Honda
Indigo ,1.59 Lakh,new delhi,Diesel,Manual,120000,2012,Tata
i10 ,2.65 Lakh,new delhi,Petrol,Manual,60000,2012,Hyundai
E-Class ,13.75 Lakh,new delhi,Diesel,Automatic,57000,2014,Mercedes-Benz
City ,2.45 Lakh,new delhi,Petrol,Manual,109722,2010,Honda
XUV500 ,7.50 Lakh,new delhi,Diesel,Manual,53000,2015,Mahindra
GLA Class ,16.25 Lakh,new delhi,Diesel,Automatic,49000,2014,Mercedes-Benz
i10 ,2.45 Lakh,new delhi,Petrol,Manual,54000,2013,Hyundai
Swift ,4.49 Lakh,new delhi,Diesel,Manual,61000,2015,Maruti
City ,7.75 Lakh,new delhi,Petrol,Automatic,65000,2016,Honda
i10 ,3.85 Lakh,new delhi,Petrol,Manual,71000,2015,Hyundai
