Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
CLA ,24.75 Lakh,mumbai,Petrol,Automatic,49500,2017,Mercedes-Benz
Ecosport ,4.66 Lakh,mumbai,Diesel,Manual,79000,2013,Ford
Swift Dzire ,5.70 Lakh,mumbai,Petrol,Manual,16500,2016,Maruti
Ciaz ,5.30 Lakh,mumbai,Petrol,Manual,82000,2014,Maruti
X5 ,1.05 Cr,mumbai,Diesel,Automatic,6700,2021,BMW
5 Series ,14.00 Lakh,mumbai,Diesel,Automatic,82300,2012,BMW
5 Series ,25.00 Lakh,mumbai,Diesel,Automatic,47400,2016,BMW
Vento ,7.75 Lakh,mumbai,Petrol,Manual,11000,2017,Volkswagen
6 Series ,68.00 Lakh,mumbai,Petrol,Automatic,7800,2021,BMW
City ,5.25 Lakh,mumbai,Petrol,Manual,37200,2014,Honda
Alto ,1.45 Lakh,mumbai,Petrol,Manual,30000,2009,Maruti
WR-V ,8.75 Lakh,mumbai,Petrol,Manual,20000,2019,Honda
Panamera ,29.90 Lakh,mumbai,Petrol,Automatic,19000,2010,Porsche
Brio ,3.65 Lakh,mumbai,Petrol,Manual,53000,2013,Honda
Verna ,6.45 Lakh,mumbai,Petrol,Automatic,58200,2015,Hyundai
i20 ,6.00 Lakh,mumbai,Petrol,Manual,38300,2017,Hyundai
Creta ,10.50 Lakh,mumbai,Petrol,Manual,32500,2018,Hyundai
Verna ,5.55 Lakh,mumbai,Petrol,Manual,42000,2014,Hyundai
Safari Storme ,4.75 Lakh,mumbai,Diesel,Manual,88000,2013,Tata
Grand i10 ,5.90 Lakh,mumbai,Petrol,Automatic,28400,2017,Hyundai
Amaze ,4.45 Lakh,mumbai,Petrol,Automatic,22000,2014,Honda
Q5 ,9.50 Lakh,mumbai,Diesel,Automatic,54000,2010,Audi
Venue ,9.75 Lakh,mumbai,Petrol,Automatic,23000,2019,Hyundai
A6 ,25.00 Lakh,mumbai,Diesel,Automatic,49000,2015,Audi
Grand i10 ,4.99 Lakh,mumbai,Petrol,Manual,17600,2017,Hyundai
Baleno ,6.90 Lakh,mumbai,Petrol,Manual,32000,2018,Maruti
Ciaz ,6.50 Lakh,mumbai,Petrol,Manual,49000,2016,Maruti
Vitara Brezza ,8.75 Lakh,mumbai,Diesel,Manual,29600,2018,Maruti
Ciaz ,6.50 Lakh,mumbai,Petrol,Manual,52800,2015,Maruti
i10 ,2.75 Lakh,mumbai,Petrol,Manual,37356,2012,Hyundai
A4 ,12.50 Lakh,mumbai,Diesel,Automatic,50000,2012,Audi
A6 ,15.25 Lakh,mumbai,Diesel,Automatic,56700,2014,Audi
Scorpio ,9.25 Lakh,mumbai,Diesel,Automatic,79000,2015,Mahindra
City ,9.85 Lakh,mumbai,Petrol,Automatic,31441,2017,Honda
Q5 ,11.00 Lakh,mumbai,Diesel,Automatic,68000,2012,Audi
Swift ,5.25 Lakh,mumbai,Petrol,Manual,47300,2015,Maruti
Civic ,3.75 Lakh,mumbai,Petrol,Manual,60000,2010,Honda
Fortuner ,30.75 Lakh,mumbai,Diesel,Automatic,68200,2017,Toyota
Seltos ,17.50 Lakh,mumbai,Petrol,Automatic,20000,2021,Kia
A6 ,14.49 Lakh,mumbai,Diesel,Automatic,63900,2013,Audi
A4 ,12.00 Lakh,mumbai,Diesel,Automatic,60000,2013,Audi
M-Class ,30.00 Lakh,mumbai,Diesel,Automatic,63000,2015,Mercedes-Benz
GLE ,55.00 Lakh,mumbai,Diesel,Automatic,33000,2019,Mercedes-Benz
Harrier ,17.50 Lakh,mumbai,Diesel,Manual,23200,2020,Tata
Ecosport ,4.95 Lakh,mumbai,Petrol,Manual,27948,2015,Ford
CR-V ,3.75 Lakh,mumbai,Petrol,Automatic,46000,2008,Honda
A6 ,15.25 Lakh,mumbai,Diesel,Automatic,56700,2014,Audi
Brio ,3.65 Lakh,mumbai,Petrol,Manual,53000,2013,Honda
Harrier ,17.50 Lakh,mumbai,Diesel,Manual,23200,2020,Tata
KWID ,3.50 Lakh,mumbai,Petrol,Manual,13100,2017,Renault
5 Series ,25.00 Lakh,mumbai,Diesel,Automatic,47400,2016,BMW
C-Class ,10.85 Lakh,mumbai,Diesel,Automatic,75000,2013,Mercedes-Benz
Verna ,5.55 Lakh,mumbai,Petrol,Manual,42000,2014,Hyundai
E-Class ,65.00 Lakh,mumbai,Petrol,Automatic,15800,2020,Mercedes-Benz
Vitara Brezza ,8.75 Lakh,mumbai,Diesel,Manual,29600,2018,Maruti
A6 ,14.49 Lakh,mumbai,Diesel,Automatic,63900,2013,Audi
A4 ,12.00 Lakh,mumbai,Diesel,Automatic,60000,2013,Audi
Endeavour ,33.75 Lakh,mumbai,Diesel,Automatic,58200,2018,Ford
Platinum Etios ,7.00 Lakh,mumbai,Petrol,Manual,25600,2018,Toyota
Rapid ,7.25 Lakh,mumbai,Petrol,Manual,17700,2017,Skoda
Verna ,6.45 Lakh,mumbai,Petrol,Automatic,58200,2015,Hyundai
Wagon R ,80000,mumbai,Petrol,Manual,90000,2006,Maruti
Ertiga ,6.11 Lakh,mumbai,Petrol,Manual,32861,2016,Maruti
Figo ,1.69 Lakh,mumbai,Petrol,Manual,43342,2010,Ford
Superb ,12.97 Lakh,mumbai,Diesel,Automatic,186390,2016,Skoda
E-Class ,8.90 Lakh,mumbai,Petrol,Manual,50000,2011,Mercedes-Benz
Endeavour ,25.90 Lakh,mumbai,Diesel,Automatic,42000,2017,Ford
Amaze ,6.85 Lakh,mumbai,Petrol,Manual,18000,2020,Honda
A6 ,10.45 Lakh,mumbai,Diesel,Automatic,82000,2012,Audi
Polo ,3.45 Lakh,mumbai,Petrol,Manual,60000,2013,Volkswagen
5 Series ,11.95 Lakh,mumbai,Diesel,Automatic,86000,2011,BMW
E-Class ,9.75 Lakh,mumbai,Petrol,Automatic,86000,2010,Mercedes-Benz
Safari Storme ,4.75 Lakh,mumbai,Diesel,Manual,125000,2013,Tata
Etios ,2.75 Lakh,mumbai,Petrol,Manual,65000,2011,Toyota
Ertiga ,8.75 Lakh,mumbai,CNG,Manual,43000,2018,Maruti
Ertiga ,10.45 Lakh,mumbai,Petrol,Automatic,13000,2019,Maruti
Wagon R ,4.25 Lakh,mumbai,CNG,Manual,55409,2015,Maruti
Xcent ,5.50 Lakh,mumbai,Petrol,Automatic,20000,2017,Hyundai
Grand i10 ,3.85 Lakh,mumbai,Petrol,Manual,63500,2013,Hyundai
Wagon R ,4.50 Lakh,mumbai,Petrol,Manual,17700,2016,Maruti
Amaze ,5.00 Lakh,mumbai,Petrol,Manual,40000,2015,Honda
Superb ,17.11 Lakh,mumbai,Petrol,Automatic,69000,2016,Skoda
5 Series ,12.99 Lakh,mumbai,Diesel,Automatic,48500,2011,BMW
5 Series ,12.99 Lakh,mumbai,Diesel,Automatic,48500,2011,BMW
i20 ,4.95 Lakh,mumbai,Petrol,Manual,53500,2014,Hyundai
Wagon R ,2.45 Lakh,mumbai,Petrol,Manual,41000,2011,Maruti
Ertiga ,10.90 Lakh,mumbai,Petrol,Automatic,32000,2019,Maruti
Wagon R ,4.15 Lakh,mumbai,Petrol,Manual,45236,2016,Maruti
Indica eV2 ,3.10 Lakh,mumbai,CNG,Manual,15000,2014,Tata
Rapid ,5.95 Lakh,mumbai,Diesel,Manual,64000,2016,Skoda
Vitara Brezza ,8.75 Lakh,mumbai,Diesel,Manual,29600,2018,Maruti
i20 ,2.55 Lakh,mumbai,Petrol,Manual,62000,2010,Hyundai
2 Series ,41.90 Lakh,mumbai,Diesel,Automatic,10000,2021,BMW
City ,6.99 Lakh,mumbai,Petrol,Manual,50300,2016,Honda
i20 ,5.95 Lakh,mumbai,Petrol,Manual,10000,2017,Hyundai
Polo ,7.25 Lakh,mumbai,Petrol,Automatic,31000,2017,Volkswagen
Octavia ,18.50 Lakh,mumbai,Petrol,Automatic,48000,2018,Skoda
Sunny ,2.45 Lakh,mumbai,Diesel,Manual,105000,2012,Nissan
Innova Crysta ,16.99 Lakh,mumbai,Diesel,Manual,149776,2016,Toyota
Swift ,90000,mumbai,Petrol,Manual,110000,2005,Maruti
GLE ,54.50 Lakh,mumbai,Diesel,Automatic,37200,2018,Mercedes-Benz
Harrier ,15.45 Lakh,mumbai,Diesel,Manual,37000,2019,Tata
Discovery Sport ,43.75 Lakh,mumbai,Diesel,Automatic,49000,2018,Land Rover
7 Series ,23.75 Lakh,mumbai,Diesel,Automatic,97500,2013,BMW
XUV500 ,11.49 Lakh,mumbai,Diesel,Automatic,27000,2016,Mahindra
CR-V ,12.49 Lakh,mumbai,Petrol,Automatic,48000,2015,Honda
Jetta ,3.49 Lakh,mumbai,Diesel,Manual,21704,2011,Volkswagen
Kiger ,8.50 Lakh,mumbai,Petrol,Automatic,8105,2021,Renault
Jazz ,6.99 Lakh,mumbai,Petrol,Automatic,36858,2016,Honda
City ,6.75 Lakh,mumbai,Diesel,Manual,53000,2015,Honda
Camry ,3.10 Lakh,mumbai,Petrol,Automatic,75000,2007,Toyota
Polo ,3.11 Lakh,mumbai,Diesel,Manual,46000,2012,Volkswagen
i10 ,2.95 Lakh,mumbai,Petrol,Automatic,40000,2013,Hyundai
Grand i10 ,3.75 Lakh,mumbai,Petrol,Manual,57284,2013,Hyundai
Xcent ,4.95 Lakh,mumbai,Petrol,Manual,46825,2017,Hyundai
EON ,2.15 Lakh,mumbai,Petrol,Manual,36000,2012,Hyundai
Nexon ,7.25 Lakh,mumbai,Petrol,Manual,24000,2018,Tata
Vento ,7.50 Lakh,mumbai,Diesel,Automatic,68000,2017,Volkswagen
Ritz ,1.95 Lakh,mumbai,Petrol,Manual,52000,2010,Maruti
Duster ,3.80 Lakh,mumbai,Diesel,Manual,85000,2013,Renault
Zen Estilo ,1.35 Lakh,mumbai,Petrol,Manual,29631,2009,Maruti
XL6 ,12.00 Lakh,mumbai,Petrol,Automatic,27000,2019,Maruti
Range Rover Evoque ,25.80 Lakh,mumbai,Diesel,Automatic,60000,2012,Land Rover
Q7 ,16.00 Lakh,mumbai,Diesel,Automatic,74000,2013,Audi
M-Class ,30.00 Lakh,mumbai,Diesel,Automatic,63000,2015,Mercedes-Benz
Wagon R ,5.90 Lakh,mumbai,Petrol,Automatic,46800,2019,Maruti
E-Class ,22.99 Lakh,mumbai,Diesel,Automatic,44000,2015,Mercedes-Benz
S-Class ,53.00 Lakh,mumbai,Petrol,Automatic,37400,2014,Mercedes-Benz
A6 ,25.00 Lakh,mumbai,Diesel,Automatic,49000,2015,Audi
Innova ,7.85 Lakh,mumbai,Diesel,Manual,111000,2012,Toyota
Innova ,5.35 Lakh,mumbai,Diesel,Manual,133000,2010,Toyota
Wagon R ,3.50 Lakh,mumbai,CNG,Manual,89160,2014,Maruti
Wagon R ,5.75 Lakh,mumbai,CNG,Manual,34000,2019,Maruti
City ,11.03 Lakh,mumbai,Petrol,Automatic,21034,2018,Honda
City ,15.09 Lakh,mumbai,Petrol,Automatic,568,2022,Honda
Vento ,2.50 Lakh,mumbai,Diesel,Manual,90000,2011,Volkswagen
Amaze ,4.95 Lakh,mumbai,Petrol,Manual,21000,2015,Honda
Ertiga ,4.60 Lakh,mumbai,Diesel,Manual,120000,2013,Maruti
Mobilio ,5.45 Lakh,mumbai,Petrol,Manual,65000,2015,Honda
Tigor ,5.45 Lakh,mumbai,Petrol,Manual,33000,2018,Tata
Celerio ,4.10 Lakh,mumbai,CNG,Manual,51000,2015,Maruti
Compass ,16.45 Lakh,mumbai,Petrol,Automatic,34010,2018,Jeep
Compass ,19.75 Lakh,mumbai,Diesel,Manual,5732,2020,Jeep
Creta ,14.45 Lakh,mumbai,Petrol,Automatic,10573,2018,Hyundai
i20 ,3.65 Lakh,mumbai,Petrol,Manual,45000,2013,Hyundai
Accord ,4.50 Lakh,mumbai,Petrol,Manual,85500,2011,Honda
TUV 300 ,6.25 Lakh,mumbai,Diesel,Manual,78000,2016,Mahindra
TUV 300 ,5.95 Lakh,mumbai,Diesel,Manual,67000,2015,Mahindra
Altroz ,6.95 Lakh,mumbai,Petrol,Manual,13000,2020,Tata
Tucson ,11.95 Lakh,mumbai,Petrol,Manual,59900,2017,Hyundai
Ertiga ,8.75 Lakh,mumbai,Petrol,Automatic,17500,2017,Maruti
Triber ,6.15 Lakh,mumbai,Petrol,Manual,38500,2019,Renault
Venue ,9.75 Lakh,mumbai,Petrol,Manual,5000,2020,Hyundai
X1 ,10.75 Lakh,mumbai,Diesel,Automatic,49000,2011,BMW
B Class ,11.95 Lakh,mumbai,Petrol,Automatic,21000,2014,Mercedes-Benz
Innova ,8.75 Lakh,mumbai,Diesel,Manual,119066,2014,Toyota
Ertiga ,6.50 Lakh,mumbai,CNG,Manual,40897,2013,Maruti
Amaze ,7.15 Lakh,mumbai,Petrol,Manual,17781,2019,Honda
City ,8.25 Lakh,mumbai,Petrol,Manual,46989,2018,Honda
Range Rover ,1.10 Cr,mumbai,Diesel,Automatic,84000,2015,Land Rover
5 Series ,23.99 Lakh,mumbai,Diesel,Automatic,58000,2015,BMW
Ciaz ,7.95 Lakh,mumbai,Petrol,Automatic,29389,2017,Maruti
Zen Estilo ,1.50 Lakh,mumbai,Petrol,Manual,70000,2007,Maruti
Hexa ,12.75 Lakh,mumbai,Diesel,Automatic,67000,2017,Tata
Ertiga ,5.35 Lakh,mumbai,Petrol,Manual,57530,2012,Maruti
City ,3.51 Lakh,mumbai,Petrol,Manual,52000,2011,Honda
Wagon R ,6.35 Lakh,mumbai,CNG,Manual,18500,2021,Maruti
X1 ,29.50 Lakh,mumbai,Diesel,Automatic,41000,2018,BMW
City ,8.45 Lakh,mumbai,Petrol,Automatic,50000,2016,Honda
Santa Fe ,12.90 Lakh,mumbai,Diesel,Automatic,94000,2015,Hyundai
Venue ,9.75 Lakh,mumbai,Petrol,Automatic,23000,2019,Hyundai
Xcent ,6.10 Lakh,mumbai,Petrol,Manual,82000,2017,Hyundai
E-Class ,24.75 Lakh,mumbai,Diesel,Automatic,42300,2015,Mercedes-Benz
Ciaz ,6.50 Lakh,mumbai,Petrol,Manual,49000,2016,Maruti
Baleno ,6.90 Lakh,mumbai,Petrol,Manual,32000,2018,Maruti
C-Class ,32.00 Lakh,mumbai,Diesel,Automatic,19900,2017,Mercedes-Benz
A4 ,12.50 Lakh,mumbai,Diesel,Automatic,50000,2012,Audi
Q5 ,11.00 Lakh,mumbai,Diesel,Automatic,68000,2012,Audi
Swift Dzire ,2.25 Lakh,mumbai,Diesel,Manual,95000,2009,Maruti
GLE ,55.00 Lakh,mumbai,Diesel,Automatic,55900,2018,Mercedes-Benz
Ertiga ,11.15 Lakh,mumbai,Petrol,Automatic,16803,2021,Maruti
Swift ,5.75 Lakh,mumbai,Diesel,Manual,63000,2015,Maruti
E-Class ,10.99 Lakh,mumbai,Petrol,Automatic,47000,2012,Mercedes-Benz
Rapid ,3.75 Lakh,mumbai,Diesel,Manual,81000,2012,Skoda
Polo ,6.00 Lakh,mumbai,Petrol,Manual,35400,2016,Volkswagen
Endeavour ,33.75 Lakh,mumbai,Diesel,Automatic,58200,2018,Ford
City ,8.45 Lakh,mumbai,Petrol,Automatic,50000,2016,Honda
6 Series ,57.00 Lakh,mumbai,Diesel,Automatic,15600,2019,BMW
KWID ,3.50 Lakh,mumbai,Petrol,Manual,13100,2017,Renault
Innova Crysta ,18.95 Lakh,mumbai,Diesel,Automatic,48000,2019,Toyota
Amaze ,10.51 Lakh,mumbai,Diesel,Automatic,18000,2021,Honda
Swift ,4.25 Lakh,mumbai,Petrol,Manual,43000,2015,Maruti
City ,2.75 Lakh,mumbai,Petrol,Manual,62000,2010,Honda
City ,2.85 Lakh,mumbai,Petrol,Automatic,53000,2009,Honda
Sunny ,2.75 Lakh,mumbai,Diesel,Manual,58000,2012,Nissan
City ,10.95 Lakh,mumbai,Petrol,Automatic,28000,2018,Honda
Fabia ,2.75 Lakh,mumbai,Petrol,Manual,39000,2013,Skoda
Fortuner ,26.95 Lakh,mumbai,Diesel,Manual,35000,2017,Toyota
Ertiga ,6.25 Lakh,mumbai,Petrol,Manual,24025,2013,Maruti
City ,1.65 Lakh,mumbai,Petrol,Manual,59000,2008,Honda
3 Series ,24.95 Lakh,mumbai,Diesel,Automatic,34000,2017,BMW
Seltos ,18.90 Lakh,mumbai,Diesel,Automatic,17000,2020,Kia
Creta ,14.95 Lakh,mumbai,Petrol,Automatic,13916,2019,Hyundai
Innova ,5.15 Lakh,mumbai,Diesel,Manual,141589,2011,Toyota
SX4 S Cross ,11.85 Lakh,mumbai,Petrol,Automatic,18025,2021,Maruti
AMG GLC 43 ,89.00 Lakh,mumbai,Petrol,Automatic,8000,2022,Mercedes-Benz
E-Class ,75.50 Lakh,mumbai,Diesel,Automatic,10000,2021,Mercedes-Benz
E-Class ,58.50 Lakh,mumbai,Diesel,Automatic,13000,2019,Mercedes-Benz
Discovery ,64.00 Lakh,mumbai,Petrol,Automatic,28000,2022,Land Rover
XUV500 ,5.51 Lakh,mumbai,Diesel,Manual,120000,2011,Mahindra
7 Series ,23.75 Lakh,mumbai,Diesel,Automatic,97000,2013,BMW
7 Series ,23.75 Lakh,mumbai,Diesel,Automatic,97000,2013,BMW
Getz ,1.25 Lakh,mumbai,Petrol,Manual,62000,2008,Hyundai
Octavia ,8.60 Lakh,mumbai,Petrol,Automatic,50573,2015,Skoda
Vento ,3.25 Lakh,mumbai,Petrol,Manual,41000,2012,Volkswagen
Alto 800 ,3.99 Lakh,mumbai,Petrol,Manual,2200,2019,Maruti
5 Series ,12.50 Lakh,mumbai,Diesel,Automatic,115827,2013,BMW
Swift Dzire ,3.85 Lakh,mumbai,Petrol,Manual,70101,2012,Maruti
Polo ,5.94 Lakh,mumbai,Diesel,Manual,42000,2016,Volkswagen
Wagon R ,2.34 Lakh,mumbai,Petrol,Manual,52000,2011,Maruti
Vitara Brezza ,7.35 Lakh,mumbai,Diesel,Manual,96643,2017,Maruti
Seltos ,18.95 Lakh,mumbai,Diesel,Automatic,17000,2020,Kia
Ecosport ,5.25 Lakh,mumbai,Petrol,Manual,15000,2014,Ford
i10 ,2.84 Lakh,mumbai,Petrol,Automatic,69000,2011,Hyundai
Ertiga ,7.50 Lakh,mumbai,CNG,Manual,72000,2017,Maruti
Vento ,2.95 Lakh,mumbai,Petrol,Automatic,72000,2011,Volkswagen
Superb ,22.75 Lakh,mumbai,Diesel,Automatic,48000,2017,Skoda
Sunny ,4.85 Lakh,mumbai,Diesel,Manual,71000,2016,Nissan
3 Series ,49.99 Lakh,mumbai,Diesel,Automatic,12500,2021,BMW
Rapid ,6.99 Lakh,mumbai,Petrol,Automatic,32000,2017,Skoda
Z4 ,34.75 Lakh,mumbai,Petrol,Automatic,49000,2012,BMW
Lodgy ,7.99 Lakh,mumbai,Diesel,Manual,45000,2018,Renault
GLC ,44.44 Lakh,mumbai,Diesel,Automatic,47000,2018,Mercedes-Benz
GLC ,44.44 Lakh,mumbai,Diesel,Automatic,47000,2018,Mercedes-Benz
Z4 ,34.75 Lakh,mumbai,Petrol,Automatic,49000,2012,BMW
3 Series ,49.99 Lakh,mumbai,Diesel,Automatic,12500,2021,BMW
Urban cruiser ,9.45 Lakh,mumbai,Petrol,Manual,27000,2020,Toyota
Amaze ,4.90 Lakh,mumbai,Petrol,Manual,73000,2015,Honda
Macan ,75.00 Lakh,mumbai,Petrol,Automatic,45000,2017,Porsche
XUV500 ,10.15 Lakh,mumbai,Diesel,Manual,49900,2015,Mahindra
Jazz ,6.00 Lakh,mumbai,Petrol,Automatic,19697,2015,Honda
i10 ,3.25 Lakh,mumbai,Petrol,Automatic,46000,2012,Hyundai
Innova ,5.31 Lakh,mumbai,Diesel,Manual,126807,2010,Toyota
Vento ,14.35 Lakh,mumbai,Petrol,Automatic,5000,2021,Volkswagen
GLE ,91.50 Lakh,mumbai,Diesel,Automatic,12600,2021,Mercedes-Benz
GLE ,91.50 Lakh,mumbai,Diesel,Automatic,12600,2021,Mercedes-Benz
Brio ,2.99 Lakh,mumbai,Petrol,Manual,60000,2013,Honda
New Safari ,24.75 Lakh,mumbai,Diesel,Automatic,11000,2022,Tata
City ,6.25 Lakh,mumbai,Petrol,Manual,53620,2015,Honda
Verna ,4.75 Lakh,mumbai,Diesel,Automatic,33685,2011,Hyundai
Fortuner ,39.24 Lakh,mumbai,Diesel,Automatic,22001,2020,Toyota
C-Class ,5.99 Lakh,mumbai,Petrol,Automatic,97000,2009,Mercedes-Benz
Wagon R ,4.75 Lakh,mumbai,Petrol,Automatic,38447,2019,Maruti
XUV500 ,16.45 Lakh,mumbai,Diesel,Automatic,42000,2018,Mahindra
Q7 ,29.90 Lakh,mumbai,Diesel,Automatic,52000,2015,Audi
5 Series ,46.00 Lakh,mumbai,Petrol,Automatic,37000,2018,BMW
Micra ,3.80 Lakh,mumbai,Petrol,Automatic,21696,2013,Nissan
Swift ,1.80 Lakh,mumbai,Diesel,Manual,110000,2008,Maruti
Innova ,8.70 Lakh,mumbai,Diesel,Manual,104987,2013,Toyota
A6 ,9.90 Lakh,mumbai,Diesel,Automatic,109114,2011,Audi
Jazz ,7.11 Lakh,mumbai,Petrol,Automatic,29106,2017,Honda
City ,14.90 Lakh,mumbai,Petrol,Automatic,12706,2021,Honda
Verna ,4.75 Lakh,mumbai,Petrol,Automatic,77394,2013,Hyundai
3 Series ,49.99 Lakh,mumbai,Diesel,Automatic,12500,2021,BMW
Etios ,3.45 Lakh,mumbai,Petrol,Manual,23000,2011,Toyota
C-Class ,36.90 Lakh,mumbai,Diesel,Automatic,34000,2018,Mercedes-Benz
Tigor ,5.90 Lakh,mumbai,Petrol,Manual,41000,2018,Tata
Tigor ,5.90 Lakh,mumbai,Petrol,Manual,41000,2018,Tata
C-Class ,36.90 Lakh,mumbai,Diesel,Automatic,34000,2018,Mercedes-Benz
Corolla Altis ,4.25 Lakh,mumbai,Petrol,Automatic,53000,2012,Toyota
Ciaz ,7.49 Lakh,mumbai,Petrol,Manual,36001,2019,Maruti
Compass ,18.49 Lakh,mumbai,Petrol,Automatic,28500,2019,Jeep
Passat ,6.75 Lakh,mumbai,Diesel,Automatic,61000,2013,Volkswagen
Figo ,1.49 Lakh,mumbai,Petrol,Manual,31000,2010,Ford
Jetta ,7.11 Lakh,mumbai,Diesel,Manual,46000,2014,Volkswagen
Vento ,5.95 Lakh,mumbai,Petrol,Manual,49900,2015,Volkswagen
XL6 ,10.25 Lakh,mumbai,Petrol,Manual,36000,2019,Maruti
Ertiga ,10.75 Lakh,mumbai,Petrol,Manual,17500,2020,Maruti
Ecosport ,4.50 Lakh,mumbai,Petrol,Manual,32000,2013,Ford
Wagon R ,3.25 Lakh,mumbai,Petrol,Manual,40000,2014,Maruti
Grand i10 Nios ,7.75 Lakh,mumbai,Petrol,Automatic,9500,2021,Hyundai
Ertiga ,8.25 Lakh,mumbai,CNG,Manual,73000,2017,Maruti
Ertiga ,11.85 Lakh,mumbai,Petrol,Manual,14000,2021,Maruti
City ,8.25 Lakh,mumbai,Petrol,Manual,21383,2017,Honda
Vitara Brezza ,9.75 Lakh,mumbai,Petrol,Manual,12221,2020,Maruti
i20 ,2.65 Lakh,mumbai,Petrol,Manual,57000,2011,Hyundai
City ,1.75 Lakh,mumbai,Petrol,Manual,65000,2008,Honda
Jetta ,9.75 Lakh,mumbai,Diesel,Automatic,73000,2016,Volkswagen
X1 ,8.10 Lakh,mumbai,Diesel,Automatic,98600,2013,BMW
7 Series ,52.00 Lakh,mumbai,Diesel,Automatic,61000,2016,BMW
5 Series ,14.75 Lakh,mumbai,Diesel,Automatic,71500,2013,BMW
3 Series GT ,26.50 Lakh,mumbai,Diesel,Automatic,77000,2017,BMW
Q7 ,47.50 Lakh,mumbai,Diesel,Automatic,75000,2016,Audi
Q7 ,19.50 Lakh,mumbai,Diesel,Automatic,83000,2012,Audi
Amaze ,7.00 Lakh,mumbai,Petrol,Manual,33148,2018,Honda
Q3 ,21.50 Lakh,mumbai,Diesel,Automatic,63000,2017,Audi
A6 ,23.50 Lakh,mumbai,Diesel,Automatic,54000,2017,Audi
SX4 ,3.75 Lakh,mumbai,CNG,Manual,87000,2013,Maruti
A4 ,26.30 Lakh,mumbai,Diesel,Automatic,43500,2017,Audi
Etios Cross ,4.45 Lakh,mumbai,Petrol,Manual,29075,2014,Toyota
A4 ,13.00 Lakh,mumbai,Diesel,Automatic,64000,2014,Audi
GL-Class ,36.50 Lakh,mumbai,Diesel,Automatic,66500,2015,Mercedes-Benz
CLA ,25.50 Lakh,mumbai,Diesel,Automatic,31000,2017,Mercedes-Benz
Verna ,8.35 Lakh,mumbai,Petrol,Automatic,14075,2017,Hyundai
CLA ,26.50 Lakh,mumbai,Diesel,Automatic,23000,2018,Mercedes-Benz
Innova Crysta ,24.75 Lakh,mumbai,Diesel,Automatic,9000,2021,Toyota
C-Class ,27.50 Lakh,mumbai,Diesel,Automatic,46000,2017,Mercedes-Benz
i20 ,5.55 Lakh,mumbai,Petrol,Manual,30050,2015,Hyundai
Creta ,5.78 Lakh,mumbai,Petrol,Manual,56000,2015,Hyundai
City ,8.25 Lakh,mumbai,Petrol,Automatic,34000,2017,Honda
Creta ,15.45 Lakh,mumbai,Petrol,Manual,11075,2021,Hyundai
Grand i10 ,6.15 Lakh,mumbai,Petrol,Automatic,25075,2017,Hyundai
B Class ,12.50 Lakh,mumbai,Diesel,Automatic,45000,2015,Mercedes-Benz
i20 ,5.85 Lakh,mumbai,Petrol,Manual,56050,2015,Hyundai
X5 ,30.50 Lakh,mumbai,Diesel,Automatic,93000,2015,BMW
X3 ,13.50 Lakh,mumbai,Diesel,Automatic,97800,2013,BMW
City ,6.55 Lakh,mumbai,Petrol,Automatic,22025,2014,Honda
Glanza ,8.25 Lakh,mumbai,Petrol,Automatic,32025,2019,Toyota
Ciaz ,8.35 Lakh,mumbai,Petrol,Manual,12525,2018,Maruti
Range Rover ,1.10 Cr,mumbai,Diesel,Automatic,84000,2015,Land Rover
i20 ,3.45 Lakh,mumbai,Petrol,Manual,34075,2013,Hyundai
SX4 ,2.25 Lakh,mumbai,CNG,Manual,68192,2008,Maruti
Seltos ,15.95 Lakh,mumbai,Petrol,Automatic,2525,2020,Kia
City ,7.95 Lakh,mumbai,Petrol,Automatic,53025,2016,Honda
A3 ,24.50 Lakh,mumbai,Diesel,Automatic,31000,2018,Audi
S-Presso ,4.95 Lakh,mumbai,Petrol,Automatic,19075,2019,Maruti
Wagon R ,2.50 Lakh,mumbai,Petrol,Manual,44025,2011,Maruti
Jazz ,5.65 Lakh,mumbai,Petrol,Manual,25025,2017,Honda
Elantra ,10.95 Lakh,mumbai,Petrol,Automatic,32075,2016,Hyundai
Corolla Altis ,3.45 Lakh,mumbai,Petrol,Manual,74011,2009,Toyota
Ertiga ,6.69 Lakh,mumbai,CNG,Manual,50363,2014,Maruti
Ritz ,2.85 Lakh,mumbai,Diesel,Manual,57000,2011,Maruti
i10 ,2.75 Lakh,mumbai,Petrol,Manual,41000,2012,Hyundai
Ciaz ,7.21 Lakh,mumbai,Petrol,Manual,36000,2019,Maruti
Duster ,5.75 Lakh,mumbai,Diesel,Manual,68000,2015,Renault
Creta ,11.25 Lakh,mumbai,Diesel,Manual,43360,2018,Hyundai
CLA ,23.50 Lakh,mumbai,Petrol,Automatic,57002,2017,Mercedes-Benz
A3 ,20.00 Lakh,mumbai,Diesel,Automatic,32200,2016,Audi
Ecosport ,6.75 Lakh,mumbai,Petrol,Automatic,46000,2017,Ford
City ,6.75 Lakh,mumbai,Petrol,Automatic,66376,2015,Honda
Q5 ,11.75 Lakh,mumbai,Diesel,Automatic,72000,2010,Audi
Alto 800 ,2.95 Lakh,mumbai,Petrol,Manual,20277,2016,Maruti
