,Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
2575,i20 ,575000,new delhi,Petrol,Manual,36000,2018,Hyundai
2576,Etios 2014-2016 ,398000,new delhi,Petrol,Manual,70210,2016,Toyota
2577,Wagon R ,395000,new delhi,CNG,Manual,45000,2018,Maruti
2578,Amaze ,925000,new delhi,Petrol,Automatic,9800,2021,Honda
2579,Vitara Brezza ,825000,new delhi,Diesel,Manual,32000,2016,Maruti
2580,Pajero ,1375000,new delhi,Diesel,Automatic,64000,2015,Mitsubishi
2581,Grand i10 ,390000,new delhi,Petrol,Manual,50000,2015,Hyundai
2582,City ,295000,new delhi,Petrol,Manual,71000,2011,Honda
2583,XUV500 ,800000,new delhi,Diesel,Manual,95000,2016,Mahindra
2584,Triber ,490000,new delhi,Petrol,Manual,51000,2019,Renault
2585,i20 ,220000,new delhi,Diesel,Manual,78000,2012,Hyundai
2586,Ciaz ,640000,new delhi,Diesel,Manual,68000,2017,Maruti
2587,i20 ,575000,new delhi,Petrol,Manual,88000,2018,Hyundai
2588,A-Class Limousine ,4100000,new delhi,Diesel,Automatic,8000,2021,Mercedes-Benz
2589,E-Class ,4500000,new delhi,Diesel,Automatic,31000,2018,Mercedes-Benz
2590,E-Class ,8080000,new delhi,Diesel,Automatic,1000,2022,Mercedes-Benz
2591,Seltos ,1850000,new delhi,Diesel,Automatic,35000,2021,Kia
2592,Wagon R ,630000,new delhi,CNG,Manual,36000,2021,Maruti
2593,Innova ,850000,new delhi,Diesel,Manual,67000,2015,Toyota
2594,Quanto ,260000,new delhi,Diesel,Manual,73000,2013,Mahindra
2595,Q7 ,4900000,new delhi,Diesel,Automatic,54000,2017,Audi
2596,XC60 ,1625000,new delhi,Diesel,Automatic,73000,2014,Volvo
2597,Innova Crysta ,1750000,new delhi,Diesel,Automatic,78000,2017,Toyota
2598,C-Class ,3700000,new delhi,Petrol,Automatic,25000,2018,Mercedes-Benz
2599,M-Class ,2875000,new delhi,Diesel,Automatic,35000,2014,Mercedes-Benz
2600,Innova Crysta ,2250000,new delhi,Diesel,Manual,10000,2021,Toyota
2601,3 Series ,2700000,new delhi,Diesel,Automatic,45000,2016,BMW
2602,GL-Class ,3850000,new delhi,Diesel,Automatic,51000,2015,Mercedes-Benz
2603,S90 ,4525000,new delhi,Diesel,Automatic,20000,2018,Volvo
2604,Pajero ,1775000,new delhi,Diesel,Automatic,99000,2017,Mitsubishi
2605,A4 ,3025000,new delhi,Diesel,Automatic,10000,2017,Audi
2606,Corolla Altis ,490000,new delhi,Petrol,Manual,65000,2013,Toyota
2607,CLA ,3100000,new delhi,Petrol,Automatic,25000,2019,Mercedes-Benz
2608,Corolla Altis ,1275000,new delhi,Petrol,Automatic,55000,2017,Toyota
2609,Compass ,2450000,new delhi,Petrol,Automatic,13000,2021,Jeep
2610,Q3 ,2600000,new delhi,Petrol,Automatic,50000,2017,Audi
2611,E-Class ,4500000,new delhi,Diesel,Automatic,31000,2018,Mercedes-Benz
2612,5 Series ,6400000,new delhi,Diesel,Automatic,2500,2021,BMW
2613,Compass ,2814000,new delhi,Diesel,Manual,14000,2021,Jeep
2614,Fortuner ,2590000,new delhi,Diesel,Manual,29000,2017,Toyota
2615,Swift ,625000,new delhi,Petrol,Manual,35000,2020,Maruti
2616,Baleno ,700000,new delhi,Petrol,Manual,12700,2020,Maruti
2617,Cayman ,8300000,new delhi,Petrol,Manual,30000,2017,Porsche
2618,F-Pace ,6200000,new delhi,Petrol,Automatic,26000,2020,Jaguar
2619,Tucson ,2700000,new delhi,Petrol,Automatic,1900,2022,Hyundai
2620,Macan ,8900000,new delhi,Petrol,Automatic,2000,2021,Porsche
2621,X5 ,5450000,new delhi,Diesel,Automatic,32001,2018,BMW
2622,Endeavour ,4050000,new delhi,Diesel,Automatic,18000,2021,Ford
2623,3 Series ,1050000,new delhi,Diesel,Automatic,95000,2013,BMW
2624,3 Series ,3300000,new delhi,Diesel,Automatic,24000,2018,BMW
2625,KWID ,340000,new delhi,Petrol,Automatic,30000,2017,Renault
2626,Venue ,755000,new delhi,Petrol,Manual,53000,2019,Hyundai
2627,i20 ,290000,new delhi,Petrol,Manual,68050,2011,Hyundai
2628,Amaze ,420000,new delhi,Petrol,Manual,47890,2015,Honda
2629,Ciaz ,550000,new delhi,Petrol,Manual,56000,2015,Maruti
2630,i10 ,140000,new delhi,Petrol,Manual,55000,2009,Hyundai
2631,City ,390000,new delhi,Petrol,Manual,71000,2012,Honda
2632,Amaze ,484999,new delhi,Petrol,Manual,57000,2017,Honda
2633,City ,625000,new delhi,Petrol,Manual,68000,2015,Honda
2634,Wagon R ,300000,new delhi,CNG,Manual,68000,2014,Maruti
2635,Celerio ,735000,new delhi,CNG,Manual,4000,2022,Maruti
2636,GLS ,6500000,new delhi,Diesel,Automatic,71000,2018,Mercedes-Benz
2637,Endeavour ,2600000,new delhi,Diesel,Automatic,107000,2017,Ford
2638,Tiago ,375000,new delhi,Petrol,Manual,55000,2019,Tata
2639,XUV500 ,890000,new delhi,Diesel,Manual,65000,2015,Mahindra
2640,XUV700 ,1801000,new delhi,Diesel,Manual,5000,2022,Mahindra
2641,5 Series ,6200000,new delhi,Petrol,Automatic,16000,2021,BMW
2642,XL6 ,1050000,new delhi,Petrol,Manual,48000,2019,Maruti
2643,Santro ,475000,new delhi,CNG,Manual,56000,2018,Hyundai
2644,Swift Dzire ,425000,new delhi,Diesel,Manual,40000,2014,Maruti
2645,Amaze ,315000,new delhi,Diesel,Manual,72000,2013,Honda
2646,X5 ,5450000,new delhi,Diesel,Automatic,45000,2018,BMW
2647,Taigun ,1789999,new delhi,Petrol,Automatic,2500,2022,Volkswagen
2648,Vitara Brezza ,750000,new delhi,Diesel,Automatic,43000,2018,Maruti
2649,Vitara Brezza ,891000,new delhi,Petrol,Manual,25000,2020,Maruti
2650,Creta ,825000,new delhi,Diesel,Manual,63400,2016,Hyundai
2651,Polo ,254999,new delhi,Petrol,Manual,62000,2011,Volkswagen
2652,Corolla Altis ,300000,new delhi,Petrol,Automatic,95000,2009,Toyota
2653,Ciaz ,950000,new delhi,Petrol,Manual,8000,2018,Maruti
2654,Range Rover Evoque ,4900000,new delhi,Diesel,Automatic,26000,2020,Land Rover
2655,Fortuner ,4400000,new delhi,Diesel,Automatic,22000,2021,Toyota
2656,Pajero ,2350000,new delhi,Diesel,Automatic,39000,2019,Mitsubishi
2657,XF ,4500000,new delhi,Diesel,Automatic,16500,2020,Jaguar
2658,F-Pace ,5200000,new delhi,Diesel,Automatic,40000,2019,Jaguar
2659,5 Series ,4600000,new delhi,Diesel,Automatic,37000,2019,BMW
2660,X1 ,4300000,new delhi,Petrol,Automatic,13000,2022,BMW
2661,Q5 ,2580000,new delhi,Diesel,Automatic,86000,2017,Audi
2662,XUV500 ,1075000,new delhi,Diesel,Automatic,70000,2016,Mahindra
2663,A6 ,3279999,new delhi,Diesel,Automatic,62000,2018,Audi
2664,GLA Class ,2900000,new delhi,Diesel,Automatic,22000,2018,Mercedes-Benz
2665,A6 ,1980000,new delhi,Diesel,Automatic,62000,2016,Audi
2666,A6 ,3080000,new delhi,Diesel,Automatic,29000,2017,Audi
2667,Freelander 2 ,1180000,new delhi,Diesel,Automatic,90000,2014,Land Rover
2668,Grand i10 ,500000,new delhi,Petrol,Manual,4900,2017,Hyundai
2669,Nano ,65000,new delhi,Petrol,Manual,100000,2011,Tata
2670,Creta ,1105000,new delhi,Petrol,Automatic,59000,2017,Hyundai
2671,X5 ,4600000,new delhi,Diesel,Automatic,25500,2018,BMW
2672,Q3 ,1450000,new delhi,Diesel,Automatic,53000,2014,Audi
2673,Swift ,695000,new delhi,Petrol,Manual,21000,2021,Maruti
2674,EON ,242000,new delhi,Petrol,Manual,49925,2017,Hyundai
2675,Tigor ,523000,new delhi,Petrol,Automatic,66499,2018,Tata
2676,Vitara Brezza ,944999,new delhi,Petrol,Manual,17100,2020,Maruti
2677,New Laura ,275000,new delhi,Diesel,Automatic,70000,2012,Skoda
2678,GLE ,4700000,new delhi,Diesel,Automatic,89000,2018,Mercedes-Benz
2679,Etios ,290000,new delhi,Petrol,Manual,62000,2011,Toyota
2680,Amaze ,730000,new delhi,Petrol,Manual,20000,2019,Honda
2681,Jazz ,490000,new delhi,Petrol,Manual,45000,2016,Honda
2682,Q3 ,2551000,new delhi,Petrol,Automatic,58000,2017,Audi
2683,X3 ,4950000,new delhi,Diesel,Automatic,33000,2019,BMW
2684,Thar ,530000,new delhi,Diesel,Manual,58000,2015,Mahindra
2685,City ,795000,new delhi,Petrol,Manual,68000,2016,Honda
2686,XUV500 ,1025000,new delhi,Diesel,Manual,52000,2018,Mahindra
2687,Sonet ,1200000,new delhi,Diesel,Manual,11000,2021,Kia
2688,Ertiga ,525000,new delhi,Diesel,Manual,50000,2013,Maruti
2689,Range Rover Sport ,3852000,new delhi,Petrol,Automatic,33000,2016,Land Rover
2690,Celerio ,495000,new delhi,CNG,Manual,40100,2018,Maruti
2691,Santa Fe ,826000,new delhi,Diesel,Automatic,73000,2014,Hyundai
2692,Duster ,525000,new delhi,Diesel,Manual,60000,2016,Renault
2693,XF ,1290000,new delhi,Diesel,Automatic,70000,2013,Jaguar
2694,Verna ,1152000,new delhi,Petrol,Automatic,19000,2019,Hyundai
2695,X1 ,2750000,new delhi,Diesel,Automatic,50000,2018,BMW
2696,Jazz ,550000,new delhi,Petrol,Automatic,88624,2015,Honda
2697,Baleno ,755000,new delhi,Petrol,Automatic,20000,2019,Maruti
2698,Triber ,550000,new delhi,Petrol,Manual,39000,2021,Renault
2699,Ciaz ,750000,new delhi,Petrol,Manual,72000,2017,Maruti
2700,XUV500 ,1150000,new delhi,Diesel,Manual,32000,2017,Mahindra
2701,Kushaq ,1650000,new delhi,Petrol,Manual,20000,2022,Skoda
2702,Grand i10 ,475000,new delhi,Petrol,Manual,40000,2016,Hyundai
2703,Wagon R ,625000,new delhi,Petrol,Automatic,6200,2021,Maruti
2704,i20 ,295000,new delhi,Petrol,Manual,46000,2011,Hyundai
2705,i20 ,345000,new delhi,Petrol,Manual,69000,2013,Hyundai
2706,5 Series ,1050000,new delhi,Diesel,Automatic,92000,2013,BMW
2707,Amaze ,850000,new delhi,Diesel,Manual,11255,2021,Honda
2708,i20 ,170000,new delhi,Petrol,Manual,120000,2010,Hyundai
2709,Verna ,890000,new delhi,Petrol,Manual,21000,2019,Hyundai
2710,Wagon R ,586000,new delhi,CNG,Manual,40000,2019,Maruti
2711,Grand i10 ,509999,new delhi,Petrol,Manual,17300,2018,Hyundai
2712,Swift Dzire ,631000,new delhi,Petrol,Manual,17130,2019,Maruti
2713,XUV700 ,1800000,new delhi,Diesel,Manual,4000,2022,Mahindra
2714,Beetle ,1275000,new delhi,Petrol,Automatic,36000,2010,Volkswagen
2715,i20 ,575000,new delhi,Petrol,Manual,55000,2017,Hyundai
2716,i20 ,575000,new delhi,Petrol,Manual,62000,2017,Hyundai
2717,Endeavour ,2500000,new delhi,Diesel,Automatic,67000,2017,Ford
2718,GL-Class ,3500000,new delhi,Diesel,Automatic,52000,2016,Mercedes-Benz
2719,Swift Dzire ,425000,new delhi,Petrol,Manual,54000,2014,Maruti
2720,GLC ,4800000,new delhi,Diesel,Automatic,29000,2020,Mercedes-Benz
2721,Vitara Brezza ,675000,new delhi,Diesel,Manual,85000,2017,Maruti
2722,GLC ,6400000,new delhi,Diesel,Automatic,18000,2021,Mercedes-Benz
2723,Vitara Brezza ,650000,new delhi,Diesel,Manual,62000,2016,Maruti
2724,Jazz ,450000,new delhi,Diesel,Manual,50877,2016,Honda
2725,SX4 S Cross ,575000,new delhi,Diesel,Manual,72377,2016,Maruti
2726,Vento ,200000,new delhi,Diesel,Manual,90000,2012,Volkswagen
2727,Alto ,140000,new delhi,CNG,Manual,80000,2012,Maruti
2729,Bolero ,350000,new delhi,Diesel,Manual,80000,2010,Mahindra
2730,Amaze ,350000,new delhi,Diesel,Manual,53588,2015,Honda
2732,Grand i10 Nios ,590000,new delhi,Petrol,Manual,5000,2021,Hyundai
2733,Tiguan ,2475000,new delhi,Diesel,Automatic,33000,2018,Volkswagen
2734,Safari Storme ,500000,new delhi,Diesel,Manual,50000,2014,Tata
2735,Verna ,570000,new delhi,Petrol,Manual,59000,2015,Hyundai
2736,Q5 ,4490000,new delhi,Petrol,Automatic,33000,2019,Audi
2737,XF ,1825000,new delhi,Diesel,Automatic,30000,2014,Jaguar
2738,E-Class ,4290000,new delhi,Petrol,Automatic,50000,2017,Mercedes-Benz
2739,Scorpio ,850000,new delhi,Diesel,Manual,90000,2015,Mahindra
2740,XUV500 ,1200000,new delhi,Diesel,Manual,55000,2017,Mahindra
2741,Q3 ,2345000,new delhi,Diesel,Automatic,62000,2017,Audi
2742,Q7 ,1972000,new delhi,Diesel,Automatic,82000,2014,Audi
2743,Baleno ,650000,new delhi,Petrol,Automatic,35000,2020,Maruti
2744,Compass ,1500000,new delhi,Petrol,Automatic,40000,2018,Jeep
2745,i20 ,220000,new delhi,Petrol,Manual,70000,2010,Hyundai
2746,Triber ,625000,new delhi,Petrol,Manual,50000,2019,Renault
2747,C-Class ,2900000,new delhi,Diesel,Automatic,8000,2016,Mercedes-Benz
2748,C-Class ,4186000,new delhi,Diesel,Automatic,26000,2019,Mercedes-Benz
2749,Range Rover Evoque ,2876000,new delhi,Diesel,Automatic,44000,2015,Land Rover
2750,TUV 300 ,625000,new delhi,Diesel,Manual,74000,2016,Mahindra
2751,3 Series ,4651000,new delhi,Diesel,Automatic,7000,2020,BMW
2752,Innova Crysta ,2651000,new delhi,Petrol,Automatic,12000,2021,Toyota
2753,Venue ,991000,new delhi,Petrol,Manual,18000,2019,Hyundai
2754,Venue ,876000,new delhi,Petrol,Manual,5000,2021,Hyundai
2755,CLA ,3351000,new delhi,Diesel,Automatic,3000,2019,Mercedes-Benz
2756,3 Series GT ,4351000,new delhi,Diesel,Automatic,8000,2019,BMW
2757,Hector ,1655000,new delhi,Petrol,Automatic,50000,2019,MG
2759,Safari Storme ,409999,new delhi,Diesel,Manual,60000,2013,Tata
2760,i10 ,225000,new delhi,Petrol,Manual,37000,2011,Hyundai
2761,TUV 300 ,650000,new delhi,Diesel,Manual,95654,2016,Mahindra
2762,Innova Crysta ,1751000,new delhi,Petrol,Manual,48200,2020,Toyota
2763,C-Class ,2048999,new delhi,Diesel,Automatic,53000,2015,Mercedes-Benz
2764,City ,1650000,new delhi,Petrol,Automatic,4000,2022,Honda
2765,Swift ,550000,new delhi,Petrol,Manual,30000,2018,Maruti
2766,SX4 S Cross ,770000,new delhi,Diesel,Manual,70000,2017,Maruti
2767,City ,263000,new delhi,Petrol,Manual,28421,2009,Honda
2768,Duster ,599000,new delhi,Diesel,Automatic,65000,2017,Renault
2769,Duster ,350000,new delhi,Diesel,Manual,81000,2014,Renault
2770,Polo ,383000,new delhi,Petrol,Automatic,93570,2013,Volkswagen
2772,TUV 300 ,570000,new delhi,Diesel,Manual,120000,2017,Mahindra
2773,Celerio ,320000,new delhi,Petrol,Manual,80000,2016,Maruti
2774,i10 ,210000,new delhi,LPG,Manual,60000,2013,Hyundai
2775,Swift Dzire ,490000,new delhi,Petrol,Automatic,110000,2017,Maruti
2776,Marazzo ,1000000,new delhi,Diesel,Manual,120000,2019,Mahindra
2778,i20 ,365000,new delhi,Petrol,Manual,53000,2014,Hyundai
2779,Celerio ,285000,new delhi,Diesel,Manual,75000,2016,Maruti
2780,Swift Dzire ,350000,new delhi,Petrol,Manual,40000,2012,Maruti
2781,City ,545000,new delhi,Diesel,Manual,68000,2015,Honda
2782,Aspire ,484999,new delhi,Diesel,Manual,57277,2018,Ford
2783,Baleno ,509999,new delhi,Petrol,Manual,62000,2016,Maruti
2784,XUV500 ,500000,new delhi,Diesel,Manual,64000,2013,Mahindra
2785,Swift ,250000,new delhi,Petrol,Manual,58000,2011,Maruti
2786,A6 ,2850000,new delhi,Diesel,Automatic,40000,2016,Audi
2787,Verna ,1095000,new delhi,Petrol,Automatic,45000,2018,Hyundai
2788,Baleno ,715000,new delhi,Petrol,Manual,29272,2019,Maruti
2789,Scorpio ,1050000,new delhi,Diesel,Manual,18000,2016,Mahindra
2790,Scorpio ,825000,new delhi,Diesel,Manual,70000,2015,Mahindra
2791,City ,875000,new delhi,Petrol,Automatic,42600,2017,Honda
2792,7 Series ,2990000,new delhi,Diesel,Automatic,56000,2015,BMW
2793,City ,295000,new delhi,Petrol,Manual,80000,2010,Honda
2794,Ecosport ,434999,new delhi,Diesel,Manual,55000,2014,Ford
2795,i20 ,515000,new delhi,Petrol,Manual,69844,2015,Hyundai
2796,Q3 ,2690000,new delhi,Petrol,Automatic,40000,2018,Audi
2797,Wagon R ,640000,new delhi,Petrol,Automatic,4000,2021,Maruti
2798,Wagon R ,229999,new delhi,Petrol,Manual,48000,2011,Maruti
2799,City ,275000,new delhi,Petrol,Manual,36000,2009,Honda
2800,S60 ,1945000,new delhi,Diesel,Automatic,35000,2017,Volvo
2801,Compass ,2089999,new delhi,Diesel,Automatic,17000,2020,Jeep
2802,Nexon ,720000,new delhi,Diesel,Manual,34000,2017,Tata
2803,Hector ,2150000,new delhi,Petrol,Automatic,650,2022,MG
2804,Nexon ,725000,new delhi,Diesel,Manual,62348,2018,Tata
2805,Baleno ,599000,new delhi,Petrol,Manual,51000,2016,Maruti
2806,City ,875000,new delhi,Petrol,Manual,28000,2018,Honda
2807,City ,259000,new delhi,Petrol,Manual,86245,2010,Honda
2808,Brio ,320000,new delhi,Petrol,Manual,33000,2013,Honda
2809,Etios ,275000,new delhi,Petrol,Manual,67000,2011,Toyota
2810,Corolla Altis ,235000,new delhi,Petrol,Manual,85000,2009,Toyota
2811,XUV700 ,2300000,new delhi,Petrol,Automatic,15000,2022,Mahindra
2812,Swift Dzire ,150000,new delhi,Petrol,Manual,77000,2008,Maruti
2813,Ghibli ,6800000,new delhi,Diesel,Automatic,12000,2016,Maserati
2814,X1 ,3290000,new delhi,Diesel,Automatic,24000,2019,BMW
2815,Q7 ,1785000,new delhi,Diesel,Automatic,62000,2013,Audi
2816,Creta ,925000,new delhi,Diesel,Automatic,59201,2016,Hyundai
2817,Ignis ,480000,new delhi,Petrol,Manual,40000,2017,Maruti
2818,Octavia ,790000,new delhi,Petrol,Automatic,78000,2014,Skoda
2819,Verna ,590000,new delhi,Petrol,Manual,32511,2015,Hyundai
2820,Vento ,440000,new delhi,Diesel,Automatic,120000,2015,Volkswagen
2821,Etios Liva ,241000,new delhi,Petrol,Manual,73302,2012,Toyota
2822,Baleno ,600000,new delhi,Petrol,Manual,50000,2019,Maruti
2823,Wagon R ,245000,new delhi,CNG,Manual,80000,2016,Maruti
2824,i20 ,925000,new delhi,Petrol,Manual,7000,2021,Hyundai
2825,Verna ,900000,new delhi,Petrol,Manual,48000,2019,Hyundai
2826,Verna ,875000,new delhi,Diesel,Manual,41000,2018,Hyundai
2827,XUV300 ,890000,new delhi,Diesel,Manual,71000,2019,Mahindra
2828,Hector ,1875000,new delhi,Petrol,Automatic,22000,2020,MG
2829,Brio ,240000,new delhi,Petrol,Manual,60000,2013,Honda
2830,Venue ,1044999,new delhi,Petrol,Automatic,19000,2019,Hyundai
2831,Swift Dzire ,575000,new delhi,Petrol,Manual,22000,2019,Maruti
2832,Ignis ,535000,new delhi,Petrol,Automatic,55000,2018,Maruti
2833,C-Class ,3752000,new delhi,Petrol,Automatic,36000,2019,Mercedes-Benz
2834,Corolla Altis ,278000,new delhi,Petrol,Automatic,93000,2009,Toyota
2835,Cruze ,344000,new delhi,Diesel,Automatic,127000,2013,Chevrolet
2836,X3 ,2400000,new delhi,Diesel,Automatic,65000,2015,BMW
2837,Ecosport ,400000,new delhi,Diesel,Manual,70000,2014,Ford
2838,Creta ,725000,new delhi,Diesel,Manual,65000,2015,Hyundai
2839,Amaze ,330000,new delhi,Diesel,Manual,127330,2015,Honda
2840,Freelander 2 ,1450000,new delhi,Diesel,Automatic,48000,2013,Land Rover
2841,Compass ,1675000,new delhi,Petrol,Automatic,30000,2019,Jeep
2842,SX4 S Cross ,490000,new delhi,Diesel,Manual,72000,2015,Maruti
2843,Zen Estilo ,80000,new delhi,Petrol,Manual,60000,2008,Maruti
2844,Verna ,925000,new delhi,Petrol,Manual,57000,2018,Hyundai
2845,Tiago ,380000,new delhi,Petrol,Manual,70000,2018,Tata
2846,Q3 ,1750000,new delhi,Diesel,Automatic,30000,2015,Audi
2847,KWID ,298000,new delhi,Petrol,Manual,57828,2018,Renault
2848,Jazz ,568000,new delhi,Petrol,Automatic,27358,2015,Honda
2849,Amaze ,360000,new delhi,Petrol,Manual,53000,2015,Honda
2850,e2o ,370000,new delhi,Electric,Automatic,50000,2015,Mahindra
2851,Verna ,525000,new delhi,Petrol,Manual,71000,2014,Hyundai
2852,Alto ,185000,new delhi,CNG,Manual,64000,2011,Maruti
2853,Pajero ,2350000,new delhi,Diesel,Automatic,29000,2019,Mitsubishi
2854,Endeavour ,3650000,new delhi,Diesel,Automatic,25000,2019,Ford
2855,Hexa ,1250000,new delhi,Diesel,Manual,38000,2018,Tata
2856,Ciaz ,500000,new delhi,Diesel,Manual,90000,2015,Maruti
2857,E-Class ,4325000,new delhi,Petrol,Automatic,53000,2017,Mercedes-Benz
2858,Innova ,750000,new delhi,Diesel,Manual,90000,2012,Toyota
2859,Tiago ,550000,new delhi,Petrol,Manual,33000,2019,Tata
2860,Vitara Brezza ,890000,new delhi,Petrol,Manual,23000,2020,Maruti
2861,SLK-Class ,3200000,new delhi,Petrol,Automatic,56000,2012,Mercedes-Benz
2862,i20 ,890000,new delhi,Petrol,Automatic,9000,2020,Hyundai
2863,City ,685000,new delhi,Petrol,Automatic,50000,2015,Honda
2864,Verna ,395000,new delhi,Diesel,Automatic,66000,2013,Hyundai
2865,Panamera ,3650000,new delhi,Diesel,Automatic,50000,2013,Porsche
2866,Baleno ,950000,new delhi,Petrol,Automatic,5000,2021,Maruti
2867,Endeavour ,3190000,new delhi,Diesel,Automatic,30000,2019,Ford
2868,XUV700 ,1800000,new delhi,Diesel,Manual,4000,2022,Mahindra
2869,Venue ,1060000,new delhi,Petrol,Automatic,26000,2020,Hyundai
2870,Swift ,250000,new delhi,Diesel,Manual,80000,2011,Maruti
2871,XUV500 ,571000,new delhi,Diesel,Manual,87000,2015,Mahindra
2872,Indica ,100000,new delhi,Diesel,Manual,120000,2015,Tata
2873,Micra ,225000,new delhi,Petrol,Manual,45000,2012,Nissan
2874,Baleno ,475000,new delhi,Petrol,Manual,69000,2015,Maruti
2875,Grand i10 ,285000,new delhi,Diesel,Manual,76000,2013,Hyundai
2876,Wagon R ,275000,new delhi,Petrol,Manual,84000,2014,Maruti
2877,Wagon R ,260000,new delhi,CNG,Manual,63000,2013,Maruti
2878,Creta ,825000,new delhi,Petrol,Manual,60108,2017,Hyundai
2879,Grand i10 ,465000,new delhi,CNG,Manual,43000,2017,Hyundai
2880,Creta ,1350000,new delhi,Diesel,Automatic,75000,2019,Hyundai
2882,Fortuner ,3150000,new delhi,Diesel,Automatic,85732,2018,Toyota
2883,Wagon R ,599000,new delhi,CNG,Manual,25000,2020,Maruti
2884,Kushaq ,1550000,new delhi,Petrol,Automatic,18000,2021,Skoda
2885,Polo ,695000,new delhi,Petrol,Automatic,47000,2016,Volkswagen
2886,A4 ,1300000,new delhi,Diesel,Automatic,36000,2014,Audi
2887,Grand i10 ,445000,new delhi,Petrol,Manual,73474,2016,Hyundai
2888,Grand i10 ,385000,new delhi,Petrol,Manual,64344,2014,Hyundai
2889,Eeco ,465000,new delhi,Petrol,Manual,45000,2019,Maruti
2890,Polo ,365000,new delhi,Diesel,Manual,68000,2015,Volkswagen
2891,3 Series ,4450000,new delhi,Diesel,Automatic,9000,2020,BMW
2892,Baleno ,775000,new delhi,Petrol,Manual,34000,2020,Maruti
2893,Creta ,774000,new delhi,Diesel,Manual,77000,2016,Hyundai
2894,Brio ,474000,new delhi,Petrol,Manual,28976,2019,Honda
2895,XUV500 ,835000,new delhi,Diesel,Manual,74000,2015,Mahindra
2896,C-Class ,1350000,new delhi,Petrol,Automatic,25000,2014,Mercedes-Benz
2897,Scorpio ,730000,new delhi,Diesel,Manual,112248,2016,Mahindra
2899,S90 ,5850000,new delhi,Diesel,Automatic,9000,2021,Volvo
2900,Corolla Altis ,1260000,new delhi,Petrol,Manual,31000,2018,Toyota
2901,Ecosport ,1095000,new delhi,Petrol,Manual,17000,2021,Ford
2903,GLC ,4000000,new delhi,Petrol,Automatic,59000,2018,Mercedes-Benz
2904,Range Rover Sport ,3850000,new delhi,Petrol,Automatic,32000,2016,Land Rover
2906,WR-V ,875000,new delhi,Petrol,Manual,19000,2018,Honda
2907,Endeavour ,3850000,new delhi,Diesel,Automatic,35000,2021,Ford
2908,Ecosport ,450000,new delhi,Diesel,Manual,74568,2015,Ford
2909,5 DOOR ,2250000,new delhi,Diesel,Automatic,60000,2016,Mini Cooper
