,Name,Price,Location,Fuel Type,Transmission,Kms Driven,Year,Company Name
4185,Wagon R ,335000,hyderabad,CNG,Manual,61000,2012,Maruti
4187,Figo ,185000,hyderabad,Diesel,Manual,78000,2011,Ford
4188,Alto K10 ,195000,hyderabad,Petrol,Manual,77241,2010,Maruti
4190,Compass ,1500000,hyderabad,Diesel,Manual,73750,2018,Jeep
4191,Ertiga ,725000,hyderabad,Diesel,Manual,89000,2014,Maruti
4192,XUV500 ,1250000,hyderabad,Diesel,Automatic,37867,2017,Mahindra
4194,Jazz ,645000,hyderabad,Petrol,Manual,22000,2018,Honda
4195,Magnite ,800000,hyderabad,Petrol,Manual,4898,2021,Nissan
4196,Swift Dzire ,650000,hyderabad,Diesel,Manual,85000,2016,Maruti
4198,Amaze ,450000,hyderabad,Diesel,Manual,72000,2014,Honda
4199,Wagon R ,619000,hyderabad,Petrol,Automatic,43200,2019,Maruti
4200,Wagon R ,469000,hyderabad,Petrol,Manual,38800,2017,Maruti
4201,S90 ,5200000,hyderabad,Petrol,Automatic,32000,2021,Volvo
4202,Magnite ,725000,hyderabad,Petrol,Manual,27618,2021,Nissan
4203,SX4 S Cross ,950000,hyderabad,Diesel,Manual,64000,2019,Maruti
4204,XUV500 ,1250000,hyderabad,Diesel,Manual,86000,2015,Mahindra
4205,Baleno ,844999,hyderabad,Petrol,Manual,33130,2021,Maruti
4206,GLE ,5500000,hyderabad,Diesel,Automatic,80000,2018,Mercedes-Benz
4207,X1 ,1099000,hyderabad,Diesel,Automatic,101000,2011,BMW
4208,Endeavour ,3650000,hyderabad,Diesel,Automatic,49000,2019,Ford
4210,CLA ,2599000,hyderabad,Diesel,Automatic,60000,2016,Mercedes-Benz
4211,i20 Active ,790000,hyderabad,Petrol,Manual,53000,2017,Hyundai
4212,Ameo ,590000,hyderabad,Petrol,Manual,66000,2016,Volkswagen
4213,Compass ,2199000,hyderabad,Diesel,Manual,27000,2019,Jeep
4214,A4 ,685000,hyderabad,Petrol,Automatic,115000,2011,Audi
4215,i20 ,690000,hyderabad,Petrol,Manual,47000,2019,Hyundai
4216,Ertiga ,780000,hyderabad,Diesel,Manual,82801,2015,Maruti
4218,Micra ,545000,hyderabad,Petrol,Automatic,35400,2017,Nissan
4219,Wagon R ,395000,hyderabad,Petrol,Manual,72463,2015,Maruti
4221,Harrier ,2290000,hyderabad,Diesel,Automatic,2174,2021,Tata
4222,Swift Dzire ,690000,hyderabad,Diesel,Manual,112959,2017,Maruti
4223,Swift ,445000,hyderabad,Diesel,Manual,90000,2013,Maruti
4224,Manza ,225000,hyderabad,Diesel,Manual,85000,2010,Tata
4225,i20 ,635000,hyderabad,Petrol,Manual,38000,2017,Hyundai
4226,i10 ,335000,hyderabad,Petrol,Manual,75000,2012,Hyundai
4227,Sunny ,425000,hyderabad,Diesel,Manual,86000,2012,Nissan
4228,Swift ,575000,hyderabad,Diesel,Manual,89000,2015,Maruti
4229,Santro Xing ,325000,hyderabad,Petrol,Manual,40000,2014,Hyundai
4230,Hector ,1528000,hyderabad,Petrol,Manual,25750,2020,MG
4231,Verna ,730000,hyderabad,Diesel,Manual,87614,2015,Hyundai
4232,Swift ,425000,hyderabad,Diesel,Manual,71896,2012,Maruti
4233,Manza ,305000,hyderabad,Diesel,Manual,68000,2011,Tata
4234,EON ,250000,hyderabad,Petrol,Manual,72000,2013,Hyundai
4235,Q7 ,950000,hyderabad,Diesel,Automatic,110000,2011,Audi
4236,Figo ,250000,hyderabad,Diesel,Manual,96000,2011,Ford
4237,V40 Cross Country ,990000,hyderabad,Diesel,Automatic,129189,2013,Volvo
4238,Duster ,465000,hyderabad,Diesel,Manual,91879,2012,Renault
4239,Boxster ,7000000,hyderabad,Petrol,Automatic,28000,2016,Porsche
4240,Alto 800 ,270000,hyderabad,Petrol,Manual,78651,2013,Maruti
4241,Alto ,185000,hyderabad,CNG,Manual,79000,2011,Maruti
4242,Wagon R ,490000,hyderabad,Petrol,Automatic,48000,2016,Maruti
4243,Grand i10 ,450000,hyderabad,Diesel,Manual,80000,2017,Hyundai
4244,Seltos ,1620000,hyderabad,Diesel,Manual,34941,2020,Kia
4245,i20 Active ,780000,hyderabad,Diesel,Manual,107384,2018,Hyundai
4247,BR-V ,890000,hyderabad,Diesel,Manual,80054,2018,Honda
4248,Brio ,400000,hyderabad,Petrol,Manual,52913,2015,Honda
4249,S-Class ,850000,hyderabad,Diesel,Automatic,80000,2008,Mercedes-Benz
4250,KWID ,450000,hyderabad,Petrol,Manual,25000,2021,Renault
4251,5 Series ,4450000,hyderabad,Diesel,Automatic,31000,2019,BMW
4252,Creta ,994999,hyderabad,Diesel,Manual,147000,2016,Hyundai
4253,Spark ,125000,hyderabad,Petrol,Manual,120000,2010,Chevrolet
4254,WR-V ,825000,hyderabad,Petrol,Manual,31600,2018,Honda
4255,Figo ,695000,hyderabad,Diesel,Manual,39900,2019,Ford
4256,i10 ,299000,hyderabad,Petrol,Manual,50500,2011,Hyundai
4257,Micra ,325000,hyderabad,Diesel,Manual,76000,2012,Nissan
4258,Fortuner ,2999000,hyderabad,Diesel,Manual,174000,2018,Toyota
4260,i10 ,265000,hyderabad,Petrol,Manual,78000,2011,Hyundai
4261,Vitara Brezza ,915000,hyderabad,Diesel,Manual,49000,2017,Maruti
4263,Swift Dzire ,490000,hyderabad,Petrol,Manual,66345,2014,Maruti
4264,Polo ,590000,hyderabad,Diesel,Manual,85000,2016,Volkswagen
4265,Alto K10 ,175000,hyderabad,Petrol,Manual,62000,2011,Maruti
4266,i20 ,1019999,hyderabad,Diesel,Manual,60000,2021,Hyundai
4267,Alto K10 ,270000,hyderabad,Petrol,Manual,93869,2012,Maruti
4268,Vitara Brezza ,919999,hyderabad,Diesel,Manual,84800,2018,Maruti
4269,Alto K10 ,245000,hyderabad,Petrol,Manual,40000,2011,Maruti
4270,CLA ,3150000,hyderabad,Diesel,Automatic,38000,2018,Mercedes-Benz
4271,Verna ,430000,hyderabad,Petrol,Manual,96384,2011,Hyundai
4272,Wagon R ,459999,hyderabad,Petrol,Automatic,70000,2016,Maruti
4273,XUV500 ,799000,hyderabad,Diesel,Manual,75000,2013,Mahindra
4274,Swift Dzire ,370000,hyderabad,Diesel,Manual,79000,2011,Maruti
4275,Accent ,310000,hyderabad,LPG,Manual,65000,2010,Hyundai
4276,City ,649000,hyderabad,Diesel,Manual,101111,2015,Honda
4277,Harrier ,1750000,hyderabad,Diesel,Manual,42000,2019,Tata
4278,Cayman ,8300000,hyderabad,Petrol,Manual,30000,2017,Porsche
4279,F-Pace ,6200000,hyderabad,Petrol,Automatic,26000,2020,Jaguar
4280,Elantra ,625000,hyderabad,Diesel,Manual,76500,2012,Hyundai
4281,Swift Dzire ,550000,hyderabad,Diesel,Manual,110239,2014,Maruti
4282,Creta ,1044999,hyderabad,Diesel,Manual,93000,2015,Hyundai
4283,Vitara Brezza ,985000,hyderabad,Diesel,Manual,70000,2018,Maruti
4284,S60 ,965000,hyderabad,Diesel,Automatic,85000,2012,Volvo
4285,Figo ,310000,hyderabad,Diesel,Manual,61000,2011,Ford
4286,Terrano ,580000,hyderabad,Diesel,Manual,77803,2014,Nissan
4287,City ,1019999,hyderabad,Petrol,Manual,39633,2018,Honda
4288,X5 ,5450000,hyderabad,Diesel,Automatic,45000,2018,BMW
4289,Alto 800 ,360000,hyderabad,Petrol,Manual,56728,2019,Maruti
4290,A6 ,2699000,hyderabad,Diesel,Automatic,78000,2015,Audi
4291,Range Rover Evoque ,4900000,hyderabad,Diesel,Automatic,26000,2020,Land Rover
4292,Fortuner ,4400000,hyderabad,Diesel,Automatic,22000,2021,Toyota
4293,XF ,4500000,hyderabad,Diesel,Automatic,16500,2020,Jaguar
4294,F-Pace ,5200000,hyderabad,Diesel,Automatic,40000,2019,Jaguar
4295,5 Series ,4600000,hyderabad,Diesel,Automatic,37000,2019,BMW
4296,X1 ,4300000,hyderabad,Petrol,Automatic,13000,2022,BMW
4297,GLA Class ,2900000,hyderabad,Diesel,Automatic,22000,2018,Mercedes-Benz
4299,Swift ,330000,hyderabad,Diesel,Manual,104513,2011,Maruti
4300,i20 ,825000,hyderabad,Diesel,Manual,99000,2018,Hyundai
4301,Compass ,1599000,hyderabad,Diesel,Manual,52000,2017,Jeep
4302,Civic ,350000,hyderabad,Petrol,Manual,112000,2008,Honda
4305,Innova ,899000,hyderabad,Diesel,Manual,123000,2009,Toyota
4306,Polo ,625000,hyderabad,Petrol,Manual,64000,2016,Volkswagen
4307,Polo ,750000,hyderabad,Diesel,Manual,41964,2017,Volkswagen
4308,S-Class ,1998999,hyderabad,Diesel,Automatic,91000,2010,Mercedes-Benz
4310,Swift Dzire ,695000,hyderabad,Diesel,Manual,72365,2016,Maruti
4311,i20 ,745000,hyderabad,Petrol,Manual,19000,2017,Hyundai
4312,Jetta ,490000,hyderabad,Diesel,Manual,90000,2010,Volkswagen
4314,A4 ,1575000,hyderabad,Diesel,Automatic,66000,2013,Audi
4315,Harrier ,2150000,hyderabad,Diesel,Manual,16000,2021,Tata
4317,City ,400000,hyderabad,Petrol,Manual,76601,2011,Honda
4318,BR-V ,950000,hyderabad,Diesel,Manual,80085,2018,Honda
4319,A5 ,5400000,hyderabad,Diesel,Automatic,9000,2019,Audi
4320,Figo ,299000,hyderabad,Diesel,Manual,90000,2010,Ford
4321,Venue ,894999,hyderabad,Diesel,Manual,89068,2019,Hyundai
4322,Fiesta ,325000,hyderabad,Diesel,Manual,53000,2011,Ford
4323,E-Class ,2399000,hyderabad,Diesel,Automatic,101000,2013,Mercedes-Benz
4324,Passat ,699000,hyderabad,Diesel,Automatic,105000,2011,Volkswagen
4325,i10 ,265000,hyderabad,Petrol,Manual,85000,2008,Hyundai
4326,S60 ,999000,hyderabad,Diesel,Automatic,107000,2012,Volvo
4327,i10 ,345000,hyderabad,Petrol,Manual,69000,2012,Hyundai
4328,Amaze ,650000,hyderabad,Petrol,Manual,35000,2017,Honda
4329,i10 ,250000,hyderabad,Petrol,Manual,45000,2008,Hyundai
4330,Verna ,475000,hyderabad,Petrol,Manual,76000,2011,Hyundai
4331,GO ,299000,hyderabad,Petrol,Manual,61000,2014,Datsun
4333,XJ ,3500000,hyderabad,Diesel,Automatic,66000,2013,Jaguar
4335,Bolero ,399000,hyderabad,Diesel,Manual,80000,2012,Mahindra
4336,Bolero ,365000,hyderabad,Diesel,Manual,75000,2012,Mahindra
4337,Santa Fe ,799000,hyderabad,Diesel,Manual,799000,2013,Hyundai
4338,X3 ,850000,hyderabad,Petrol,Automatic,131000,2008,BMW
4339,Nano ,185000,hyderabad,Petrol,Manual,40000,2014,Tata
4340,Creta ,1099000,hyderabad,Petrol,Manual,34000,2018,Hyundai
4342,S60 ,1150000,hyderabad,Diesel,Automatic,92000,2012,Volvo
4343,Beat ,320000,hyderabad,Diesel,Manual,41000,2012,Chevrolet
4344,Innova ,549000,hyderabad,Diesel,Manual,236000,2008,Toyota
4345,5 Series ,4900000,hyderabad,Diesel,Automatic,5200,2017,BMW
4346,Innova ,650000,hyderabad,Diesel,Manual,152000,2008,Toyota
4348,Kodiaq ,3295000,hyderabad,Diesel,Automatic,60400,2019,Skoda
4349,Ecosport ,869000,hyderabad,Petrol,Automatic,59900,2018,Ford
4351,Freestyle ,793000,hyderabad,Petrol,Manual,10000,2021,Ford
4352,Jetta ,335000,hyderabad,Diesel,Automatic,76000,2009,Volkswagen
4353,Astor ,1485000,hyderabad,Petrol,Manual,1800,2022,MG
4354,Endeavour ,2500000,hyderabad,Diesel,Automatic,67000,2017,Ford
4355,GL-Class ,3500000,hyderabad,Diesel,Automatic,52000,2016,Mercedes-Benz
4356,GLC ,4800000,hyderabad,Diesel,Automatic,29000,2020,Mercedes-Benz
4357,Vitara Brezza ,675000,hyderabad,Diesel,Manual,85000,2017,Maruti
4358,City ,650000,hyderabad,Diesel,Manual,76720,2014,Honda
4359,Wagon R ,215000,hyderabad,Petrol,Manual,34000,2009,Maruti
4360,i20 ,390000,hyderabad,Petrol,Manual,110205,2011,Hyundai
4361,Swift Dzire Tour ,650000,hyderabad,Diesel,Manual,84000,2019,Maruti
4362,Amaze ,465000,hyderabad,Diesel,Manual,72000,2014,Honda
4363,Grand i10 ,545000,hyderabad,Diesel,Manual,63000,2015,Hyundai
4364,M-Class ,3250000,hyderabad,Diesel,Automatic,88085,2014,Mercedes-Benz
4365,Fortuner ,1450000,hyderabad,Diesel,Automatic,160217,2012,Toyota
4366,Innova ,1125000,hyderabad,Diesel,Manual,122000,2014,Toyota
4367,Wagon R ,375000,hyderabad,Petrol,Manual,34000,2013,Maruti
4368,Creta ,1125000,hyderabad,Diesel,Manual,105555,2016,Hyundai
4369,Duster ,495000,hyderabad,Diesel,Manual,104000,2014,Renault
4370,Swift Dzire ,590000,hyderabad,Petrol,Manual,38000,2014,Maruti
4371,Santro Xing ,290000,hyderabad,Petrol,Manual,52000,2010,Hyundai
4372,KUV 100 ,390000,hyderabad,Diesel,Manual,110000,2016,Mahindra
4373,KWID ,475000,hyderabad,Petrol,Manual,11700,2021,Renault
4374,EON ,260000,hyderabad,Petrol,Manual,84500,2012,Hyundai
4375,Indica ,170000,hyderabad,Diesel,Manual,120000,2014,Tata
4379,M-Class ,2250000,hyderabad,Diesel,Automatic,102321,2012,Mercedes-Benz
4380,GTI ,1950000,hyderabad,Petrol,Automatic,47000,2017,Volkswagen
4381,XC60 ,1850000,hyderabad,Diesel,Automatic,103000,2016,Volvo
4382,i10 ,290000,hyderabad,Petrol,Manual,79000,2010,Hyundai
4383,Swift Dzire ,690000,hyderabad,Diesel,Automatic,51936,2016,Maruti
4384,Grand i10 ,495000,hyderabad,Petrol,Automatic,75084,2014,Hyundai
4385,Swift ,675000,hyderabad,Diesel,Manual,88321,2017,Maruti
4386,Figo ,525000,hyderabad,Diesel,Manual,56398,2016,Ford
4388,Ciaz ,825000,hyderabad,Diesel,Manual,79319,2018,Maruti
4390,Ameo ,595000,hyderabad,Petrol,Manual,62000,2017,Volkswagen
4392,Bolero ,500000,hyderabad,Diesel,Manual,77500,2013,Mahindra
4393,A6 ,1425000,hyderabad,Diesel,Automatic,68000,2012,Audi
4394,Fortuner ,3650000,hyderabad,Diesel,Automatic,135213,2018,Toyota
4395,City ,325000,hyderabad,Petrol,Manual,89188,2008,Honda
4397,XC90 ,999000,hyderabad,Diesel,Automatic,98000,2009,Volvo
4398,Compass ,1798999,hyderabad,Petrol,Manual,23000,2019,Jeep
4399,Compass ,1798999,hyderabad,Petrol,Manual,9800,2019,Jeep
4400,Swift Dzire ,599000,hyderabad,Diesel,Manual,77000,2014,Maruti
4401,Santro Xing ,265000,hyderabad,Petrol,Manual,73000,2010,Hyundai
4402,A6 ,1599000,hyderabad,Diesel,Automatic,84000,2012,Audi
4403,Polo ,320000,hyderabad,Diesel,Manual,170000,2013,Volkswagen
4404,Gypsy ,465000,hyderabad,Petrol,Manual,29000,2008,Maruti
4405,Grand i10 ,695000,hyderabad,Petrol,Automatic,26000,2018,Hyundai
4406,E-Class ,1450000,hyderabad,Diesel,Automatic,54000,2011,Mercedes-Benz
4407,Compass ,1300000,hyderabad,Diesel,Manual,64000,2017,Jeep
4408,Swift Dzire ,725000,hyderabad,Diesel,Automatic,83000,2017,Maruti
4409,S-Presso ,520000,hyderabad,Petrol,Manual,34285,2021,Maruti
4410,Verna ,575000,hyderabad,Diesel,Automatic,118000,2012,Hyundai
4411,Compass ,1700000,hyderabad,Diesel,Manual,26055,2018,Jeep
4412,Thar ,950000,hyderabad,Diesel,Manual,29708,2018,Mahindra
4413,WR-V ,900000,hyderabad,Diesel,Manual,80412,2018,Honda
4414,Ertiga ,775000,hyderabad,Diesel,Manual,103469,2015,Maruti
4417,i20 ,370000,hyderabad,Diesel,Manual,70692,2012,Hyundai
4419,Figo ,295000,hyderabad,Petrol,Manual,55000,2010,Ford
4420,KWID ,450000,hyderabad,Petrol,Automatic,54789,2016,Renault
4421,Ertiga ,830000,hyderabad,Diesel,Manual,93612,2016,Maruti
4422,Etios 2014-2016 ,500000,hyderabad,Diesel,Manual,120000,2016,Toyota
4423,Verna ,538000,hyderabad,Diesel,Manual,109901,2015,Hyundai
4425,Ecosport ,675000,hyderabad,Diesel,Manual,108534,2016,Ford
4426,i20 Active ,585000,hyderabad,Diesel,Manual,92521,2015,Hyundai
4427,Civic ,484999,hyderabad,Petrol,Automatic,85521,2011,Honda
4428,City ,470000,hyderabad,Petrol,Manual,74000,2011,Honda
4429,Cruze ,484999,hyderabad,Diesel,Manual,61000,2011,Chevrolet
4430,XF ,2625000,hyderabad,Diesel,Automatic,67185,2015,Jaguar
4431,Civic ,395000,hyderabad,Petrol,Automatic,101680,2008,Honda
4432,Verna ,930000,hyderabad,Petrol,Manual,76504,2017,Hyundai
4433,Swift Dzire ,520000,hyderabad,Diesel,Manual,72128,2014,Maruti
4434,Ertiga ,690000,hyderabad,Diesel,Manual,147691,2014,Maruti
4435,Classic ,300000,hyderabad,Diesel,Manual,108000,2014,Ford
4437,CR-V ,1345000,hyderabad,Petrol,Automatic,117163,2014,Honda
4438,i20 ,445000,hyderabad,Diesel,Manual,89782,2012,Hyundai
4439,Swift Dzire Tour ,700000,hyderabad,Diesel,Manual,77000,2019,Maruti
4440,i10 ,375000,hyderabad,Petrol,Automatic,53132,2009,Hyundai
4441,Endeavour ,3850000,hyderabad,Diesel,Automatic,35000,2021,Ford
4442,5 DOOR ,2250000,hyderabad,Diesel,Automatic,60000,2016,Mini Cooper
4443,i20 ,655000,hyderabad,Diesel,Manual,62888,2017,Hyundai
4444,Creta ,1075000,hyderabad,Diesel,Manual,67377,2016,Hyundai
4445,Grand i10 Nios ,695000,hyderabad,Petrol,Automatic,20094,2019,Hyundai
4447,S60 ,1225000,hyderabad,Diesel,Automatic,72511,2012,Volvo
4448,Kodiaq ,2235000,hyderabad,Diesel,Automatic,133113,2018,Skoda
4449,Q5 ,1485000,hyderabad,Diesel,Automatic,77460,2012,Audi
4450,Brio ,380000,hyderabad,Petrol,Manual,53857,2012,Honda
4451,KWID ,420000,hyderabad,Petrol,Automatic,80000,2018,Renault
4452,Brio ,425000,hyderabad,Petrol,Manual,54000,2014,Honda
4453,Ritz ,280000,hyderabad,Diesel,Manual,120000,2012,Maruti
4455,Harrier ,1700000,hyderabad,Diesel,Manual,64946,2019,Tata
4456,i20 Active ,785000,hyderabad,Diesel,Manual,107384,2018,Hyundai
4457,i10 ,290000,hyderabad,Petrol,Manual,60000,2010,Hyundai
4458,Swift ,430000,hyderabad,Petrol,Manual,63219,2011,Maruti
4459,Rapid ,720000,hyderabad,Petrol,Manual,27870,2015,Skoda
4460,Verna ,285000,hyderabad,Diesel,Manual,86318,2009,Hyundai
4461,Bolero ,565000,hyderabad,Diesel,Manual,110343,2014,Mahindra
4462,Bolt ,380000,hyderabad,Diesel,Manual,80000,2018,Tata
4463,Mobilio ,615000,hyderabad,Petrol,Manual,75763,2014,Honda
4464,Grand i10 ,575000,hyderabad,Petrol,Automatic,54000,2015,Hyundai
4465,Verna ,390000,hyderabad,Diesel,Manual,65000,2010,Hyundai
4466,Micra ,275000,hyderabad,Petrol,Manual,29000,2010,Nissan
4467,XUV500 ,745000,hyderabad,Diesel,Manual,63200,2015,Mahindra
4468,Vento ,459999,hyderabad,Diesel,Manual,94000,2014,Volkswagen
4469,Swift Dzire ,535000,hyderabad,Diesel,Manual,126374,2014,Maruti
4470,Swift Dzire ,360000,hyderabad,Diesel,Manual,97585,2011,Maruti
4471,Indica eV2 ,165000,hyderabad,Diesel,Manual,87000,2014,Tata
4472,City ,515000,hyderabad,Petrol,Manual,58028,2012,Honda
4473,Scorpio ,1065000,hyderabad,Diesel,Manual,38879,2019,Mahindra
4474,Celerio ,390000,hyderabad,Petrol,Manual,53370,2014,Maruti
4475,Wagon R ,430000,hyderabad,Petrol,Manual,96909,2015,Maruti
4476,XUV500 ,1377000,hyderabad,Diesel,Manual,89958,2017,Mahindra
4477,A4 ,1250000,hyderabad,Diesel,Automatic,98000,2014,Audi
4478,Swift Dzire ,800000,hyderabad,Diesel,Manual,70241,2019,Maruti
4479,i20 ,785000,hyderabad,Petrol,Manual,41596,2018,Hyundai
4480,Santro Xing ,170000,hyderabad,Petrol,Manual,69575,2008,Hyundai
4481,EON ,365000,hyderabad,Petrol,Manual,65744,2018,Hyundai
4482,Cayenne ,2800000,hyderabad,Diesel,Automatic,76000,2013,Porsche
4484,X1 ,1150000,hyderabad,Diesel,Automatic,79838,2011,BMW
4485,Alto ,165000,hyderabad,Petrol,Manual,68455,2010,Maruti
4486,Verna ,265000,hyderabad,Diesel,Manual,87000,2010,Hyundai
4487,3 Series ,1698999,hyderabad,Diesel,Automatic,79000,2013,BMW
4488,S90 ,5000000,hyderabad,Diesel,Automatic,52000,2019,Volvo
4489,Grand i10 Nios ,795000,hyderabad,Diesel,Manual,48000,2021,Hyundai
4490,Sonet ,1290000,hyderabad,Diesel,Manual,28000,2020,Kia
4491,Swift Dzire ,620000,hyderabad,Diesel,Manual,72815,2014,Maruti
4492,SX4 S Cross ,710000,hyderabad,Diesel,Manual,78240,2015,Maruti
4493,Duster ,487000,hyderabad,Diesel,Manual,91800,2013,Renault
4494,Swift Dzire ,700000,hyderabad,Petrol,Manual,10000,2022,Maruti
4495,SX4 S Cross ,780000,hyderabad,Diesel,Manual,72585,2016,Maruti
4496,Superb ,540000,hyderabad,Diesel,Automatic,143428,2009,Skoda
4497,GLA ,2329000,hyderabad,Petrol,Automatic,8491,2019,Mercedes-Benz
4498,SX4 ,370000,hyderabad,Diesel,Manual,111471,2012,Maruti
4499,Vento ,1050000,hyderabad,Petrol,Manual,5000,2020,Volkswagen
4500,Hector ,2050000,hyderabad,Diesel,Manual,23000,2020,MG
4502,Swift ,620000,hyderabad,Diesel,Manual,104000,2016,Maruti
4503,City ,350000,hyderabad,Petrol,Manual,113000,2009,Honda
4505,EON ,275000,hyderabad,Petrol,Manual,15000,2013,Hyundai
4506,EON ,380000,hyderabad,Petrol,Manual,49229,2017,Hyundai
4507,WR-V ,790000,hyderabad,Diesel,Manual,82195,2017,Honda
4508,Thar ,700000,hyderabad,Diesel,Manual,60000,2016,Mahindra
4509,Compass ,1460000,hyderabad,Diesel,Manual,45798,2018,Jeep
4510,Figo ,245000,hyderabad,Petrol,Manual,72000,2011,Ford
4511,i10 ,162000,hyderabad,Petrol,Manual,52779,2008,Hyundai
4512,Verna ,490000,hyderabad,Diesel,Manual,83000,2013,Hyundai
4513,XUV500 ,1050000,hyderabad,Diesel,Manual,95000,2017,Mahindra
4514,GL-Class ,2500000,hyderabad,Diesel,Automatic,88000,2013,Mercedes-Benz
4517,SX4 S Cross ,969999,hyderabad,Petrol,Manual,50000,2020,Maruti
4518,EON ,277000,hyderabad,Petrol,Manual,66796,2017,Hyundai
4519,Grand i10 ,380000,hyderabad,Diesel,Manual,81379,2014,Hyundai
4520,i10 ,275000,hyderabad,Petrol,Manual,51000,2010,Hyundai
4521,i20 ,650000,hyderabad,Petrol,Manual,35000,2019,Hyundai
4523,i20 ,340000,hyderabad,Diesel,Manual,75000,2011,Hyundai
4524,i10 ,260000,hyderabad,Petrol,Manual,70000,2009,Hyundai
4525,Swift Dzire ,270000,hyderabad,Diesel,Manual,190000,2010,Maruti
4526,Figo ,185000,hyderabad,Diesel,Manual,120000,2012,Ford
4527,Swift Dzire ,795000,hyderabad,Diesel,Manual,57241,2017,Maruti
4528,Verna ,509999,hyderabad,Diesel,Manual,104362,2013,Hyundai
4532,KWID ,545000,hyderabad,Petrol,Manual,12000,2020,Renault
4535,Sunny ,335000,hyderabad,Petrol,Manual,100000,2012,Nissan
4537,Zest ,450000,hyderabad,Petrol,Manual,54000,2015,Tata
4538,Aura ,639000,hyderabad,Petrol,Manual,50000,2020,Hyundai
4539,Ecosport ,690000,hyderabad,Diesel,Manual,66000,2014,Ford
4540,City ,325000,hyderabad,Petrol,Automatic,103000,2008,Honda
4542,Swift ,675000,hyderabad,Diesel,Manual,95321,2016,Maruti
4543,Ecosport ,550000,hyderabad,Diesel,Manual,85321,2013,Ford
4544,Brio ,575000,hyderabad,Petrol,Automatic,32421,2016,Honda
4545,Fortuner ,3750000,hyderabad,Diesel,Automatic,56000,2020,Toyota
4546,Swift Dzire ,590000,hyderabad,Petrol,Automatic,56400,2018,Maruti
4547,Scorpio ,409999,hyderabad,Diesel,Manual,110000,2011,Mahindra
4548,A3 ,1875000,hyderabad,Diesel,Automatic,63000,2015,Audi
4549,Swift ,680000,hyderabad,Diesel,Manual,81710,2017,Maruti
4550,Ignis ,575000,hyderabad,Petrol,Automatic,19893,2017,Maruti
4552,Swift ,320000,hyderabad,Diesel,Manual,70000,2010,Maruti
4553,Wagon R ,360000,hyderabad,Petrol,Manual,56000,2013,Maruti
4554,Ritz ,390000,hyderabad,Diesel,Manual,75000,2014,Maruti
4555,Grand i10 ,484999,hyderabad,Diesel,Manual,62000,2016,Hyundai
4556,i10 ,260000,hyderabad,Petrol,Manual,73000,2009,Hyundai
4557,Ertiga ,1103000,hyderabad,Petrol,Automatic,8321,2020,Maruti
4558,Creta ,1085000,hyderabad,Petrol,Manual,48406,2017,Hyundai
4559,City ,575000,hyderabad,Diesel,Manual,93421,2014,Honda
4560,i10 ,310000,hyderabad,Petrol,Automatic,76321,2009,Hyundai
4561,i10 ,285000,hyderabad,Petrol,Automatic,74321,2009,Hyundai
4562,Santro Xing ,165000,hyderabad,Petrol,Manual,48321,2008,Hyundai
4563,Vitara Brezza ,1085000,hyderabad,Diesel,Manual,49792,2019,Maruti
4564,i10 ,450000,hyderabad,Petrol,Automatic,48492,2013,Hyundai
4565,XUV500 ,675000,hyderabad,Diesel,Manual,95250,2012,Mahindra
4566,Innova Crysta ,2150000,hyderabad,Diesel,Automatic,77982,2018,Toyota
4567,Beetle ,1550000,hyderabad,Petrol,Automatic,55321,2010,Volkswagen
4568,Vento ,305000,hyderabad,Diesel,Manual,69000,2011,Volkswagen
4569,Freelander 2 ,2195000,hyderabad,Diesel,Automatic,77591,2014,Land Rover
4570,Indica ,155000,hyderabad,Diesel,Manual,87321,2009,Tata
4571,City ,725000,hyderabad,Petrol,Automatic,64999,2015,Honda
4572,Polo ,575000,hyderabad,Petrol,Automatic,63699,2013,Volkswagen
4573,TUV 300 ,675000,hyderabad,Diesel,Manual,146799,2016,Mahindra
4574,Ritz ,425000,hyderabad,Diesel,Manual,106982,2013,Maruti
4575,Creta ,1025000,hyderabad,Petrol,Manual,67351,2016,Hyundai
4576,Innova Crysta ,1925000,hyderabad,Diesel,Manual,98999,2018,Toyota
4577,Civic ,425000,hyderabad,Petrol,Manual,61399,2010,Honda
4578,CR-V ,1550000,hyderabad,Petrol,Automatic,74000,2016,Honda
4579,Verna ,810000,hyderabad,Diesel,Automatic,73899,2016,Hyundai
4580,Polo ,675000,hyderabad,Diesel,Manual,90421,2017,Volkswagen
4581,Harrier ,1925000,hyderabad,Diesel,Manual,41899,2019,Tata
4582,3 Series ,1075000,hyderabad,Diesel,Automatic,85699,2011,BMW
4583,Verna ,585000,hyderabad,Diesel,Manual,85432,2015,Hyundai
4584,Superb ,475000,hyderabad,Petrol,Automatic,99321,2009,Skoda
4585,Range Rover Evoque ,2450000,hyderabad,Diesel,Automatic,74996,2012,Land Rover
4586,A3 ,2250000,hyderabad,Diesel,Automatic,63321,2015,Audi
4587,City ,245000,hyderabad,Petrol,Manual,75321,2008,Honda
4588,Nexon EV Prime ,1750000,hyderabad,Electric,Automatic,1006,2022,Tata
4589,EON ,295000,hyderabad,Petrol,Manual,63421,2013,Hyundai
4590,Swift Dzire ,560000,hyderabad,Petrol,Manual,63000,2016,Maruti
4591,Grand i10 ,470000,hyderabad,Petrol,Manual,65258,2017,Hyundai
